feedbackCode	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
17ir28993	1	D	C	D	B	D	A	C	A	C	D	C	X	C	D	C	X	B	D	X	C	B	D
17ir93873	1	D	C	B	B	D	A	C	A	C	D	B	B	C	D	C	A	X	D	X	A	B	D
17ir15568	1	D	C	B	A	D	A	C	A	C	D	B	A	C	D	C	A	C	D	D	X	A	D
17ir49069	1	D	C	B	B	B	A	X	A	C	D	B	X	X	X	C	X	B	X	X	X	D	B
17ir39059	1	D	C	B	B	D	C	C	A	X	D	B	X	C	D	X	C	X	X	D	X	B	D
17ir63526	1	D	B	B	B	C	A	B	D	C	D	B	A	C	C	X	X	X	A	X	X	B	B
17ir43822	1	D	C	B	B	D	D	A	A	X	D	B	X	X	D	B	X	X	D	D	X	A	D
17ir58774	1	D	C	B	A	D	C	C	A	C	D	D	C	C	C	D	B	C	D	B	X	B	B
17ir27976	1	D	C	B	A	D	A	D	A	C	D	B	A	A	D	B	A	B	D	C	C	B	D
17ir65618	1	X	C	B	B	D	B	C	A	C	D	D	X	X	C	X	X	B	D	D	B	A	X
17ir30408	1	D	C	B	A	D	C	C	A	C	D	X	A	C	D	X	X	X	X	X	C	A	B
17ir92457	1	D	C	D	B	D	X	X	A	X	B	B	D	X	D	X	X	X	X	D	X	C	B
17ir72616	1	D	C	X	B	D	A	D	A	C	D	B	X	X	D	C	X	X	D	B	B	B	B
17ir92599	1	D	C	B	B	D	B	D	A	X	A	X	X	X	C	B	X	X	D	X	X	D	C
17ir99151	1	D	C	B	B	D	A	D	A	C	D	D	X	C	D	C	C	B	D	D	C	B	D
17ir13194	1	D	C	D	B	D	X	C	A	C	D	B	A	X	D	C	X	X	D	A	B	A	D
17ir31892	1	D	C	B	B	D	C	D	A	C	D	B	A	C	D	D	A	B	D	X	X	B	D
17ir79139	1	D	C	B	D	D	C	C	A	C	B	B	B	X	C	B	X	X	D	D	A	B	D
17ir65207	1	A	D	B	B	C	B	X	B	C	D	B	B	X	C	B	X	A	A	B	X	B	C
17ir62880	1	D	C	B	B	D	C	D	A	X	D	B	X	X	D	C	X	X	B	D	X	A	C
17ir93181	1	D	B	B	B	D	A	D	D	X	D	A	X	X	D	C	X	A	C	C	C	B	X
17ir88788	1	D	C	B	B	D	C	D	A	C	D	B	A	X	D	C	A	B	D	X	C	B	D
17ir18411	1	B	C	B	B	D	B	B	X	C	D	B	A	X	C	A	X	B	D	A	A	B	D
17ir44076	1	D	C	B	A	D	B	B	A	C	D	X	X	X	D	D	X	B	X	B	X	B	D
17ir60367	1	D	C	B	B	D	A	D	A	C	B	B	A	X	D	A	A	B	D	C	C	B	B
17ir71257	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir23646	1	D	C	D	B	B	C	A	B	C	D	X	X	X	D	D	X	B	X	X	C	A	B
17ir93200	1	C	C	D	B	D	A	C	A	X	D	D	D	C	C	C	X	A	D	B	C	B	B
17ir22970	1	D	C	B	B	D	X	X	B	C	B	C	X	X	X	X	X	X	X	X	X	B	B
17ir25779	1	X	C	B	B	D	A	D	A	C	D	B	A	X	D	D	A	X	X	B	X	B	D
17ir59128	1	D	C	B	X	D	A	B	A	X	D	X	X	X	D	C	X	B	X	A	X	A	B
17ir80086	1	D	C	B	B	D	A	B	A	C	D	B	X	X	D	C	X	X	X	D	X	D	D
17ir78232	1	B	C	X	B	D	C	X	D	A	A	X	A	B	X	D	D	C	B	C	B	B	B
17ir78012	1	D	C	B	B	D	C	D	A	C	D	D	A	C	D	C	A	B	D	D	C	B	D
17ir21053	1	D	C	B	B	D	A	D	A	C	B	B	B	X	C	C	X	B	X	X	X	B	X
17ir83027	1	D	C	D	B	D	X	B	A	C	D	B	A	X	C	C	X	X	X	D	X	B	X
17ir33946	1	C	C	B	B	A	A	X	A	C	D	B	A	X	C	C	A	B	X	C	X	D	C
17ir21254	1	D	C	B	B	D	X	D	A	C	D	B	D	X	C	C	X	X	D	B	B	D	D
17ir47110	1	B	C	B	B	D	A	X	A	C	D	D	A	C	D	C	X	X	C	D	C	B	D
17ir87571	1	D	C	B	B	B	A	D	A	C	D	B	X	A	D	C	A	B	D	D	C	B	D
17ir38247	1	D	C	X	B	D	A	C	X	X	D	X	X	X	D	C	X	D	X	X	X	A	X
17ir28846	1	D	C	B	B	D	C	B	A	C	D	B	A	X	D	C	D	X	X	A	A	B	B
17ir70456	1	D	C	B	B	D	B	D	B	C	D	B	X	D	D	X	X	X	D	D	X	D	X
17ir73993	1	D	C	B	B	D	A	C	A	C	D	B	X	C	D	C	A	B	C	D	C	B	D
17ir52675	1	D	C	B	B	D	A	D	A	C	D	B	D	C	X	X	X	B	D	D	X	B	D
17ir32814	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	X	B	D	D	C	B	D
17ir54426	1	D	C	B	B	D	C	D	A	C	D	B	B	X	D	C	X	X	X	X	D	D	B
17ir76218	1	X	C	B	B	D	X	D	A	C	D	B	X	X	D	B	X	X	X	B	C	A	D
17ir17436	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	B	D	D	X	D	D
17ir59419	1	D	B	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir10320	1	D	C	D	A	D	C	D	A	C	D	B	A	X	D	X	A	X	A	X	C	D	B
17ir57597	1	D	C	B	B	D	C	C	A	C	D	B	A	B	D	C	X	X	X	B	B	B	D
17ir75637	1	D	C	B	B	D	A	D	A	C	D	B	A	D	D	C	A	B	D	D	C	B	D
17ir96326	1	D	B	A	B	D	A	D	A	X	D	X	X	X	D	C	X	B	X	B	C	X	D
17ir89968	1	D	C	B	B	C	A	D	A	C	D	B	D	C	D	C	A	B	D	C	C	B	D
17ir99552	1	X	C	B	B	C	A	A	X	C	A	B	A	C	C	C	X	X	C	D	X	D	X
17ir88711	1	D	C	B	A	D	A	D	A	X	D	B	X	X	D	C	X	B	D	D	C	A	D
17ir86861	1	D	C	B	A	C	A	D	A	C	D	D	X	X	D	C	A	X	D	D	X	A	C
17ir47411	1	D	C	B	B	D	X	B	A	C	D	D	A	C	D	C	X	X	X	D	X	B	X
17ir29776	1	X	C	B	B	C	C	C	D	C	B	X	X	X	C	C	A	X	A	D	X	B	B
17ir41102	1	X	C	B	A	X	A	D	A	C	D	B	X	X	D	C	X	B	X	X	X	D	D
17ir48197	1	X	C	B	B	D	A	X	X	C	D	X	A	X	X	C	X	X	X	X	X	B	D
17ir21144	1	D	C	A	A	D	A	D	A	C	D	C	A	C	D	B	X	B	D	A	X	B	D
17ir51630	1	D	C	B	A	C	A	A	A	X	A	B	C	C	C	B	X	D	X	D	A	C	D
17ir92986	1	D	C	B	A	D	X	D	A	X	D	B	X	X	X	X	X	D	X	X	B	B	X
17ir39449	1	D	C	B	B	D	A	C	A	C	D	B	A	C	C	C	A	B	D	D	A	B	D
17ir86284	1	D	C	B	A	D	C	D	A	C	D	B	A	A	D	C	A	B	D	A	B	B	D
17ir98132	1	D	C	B	B	C	A	D	D	X	D	D	D	X	D	X	X	C	D	D	C	D	B
17ir75649	1	B	C	B	B	X	A	D	A	X	B	D	D	C	D	C	A	X	X	C	B	A	B
17ir67324	1	B	C	A	A	D	X	B	A	X	D	B	B	C	C	B	B	X	D	D	C	A	B
17ir63646	1	D	C	B	A	D	A	D	A	C	D	B	A	X	C	C	A	X	D	D	B	B	D
17ir16293	1	C	D	D	A	C	X	B	C	X	B	D	D	C	D	X	C	A	B	C	B	D	D
17ir96662	1	D	C	B	B	D	X	A	A	C	D	B	X	X	D	C	X	B	D	D	X	A	B
17ir41183	1	X	C	B	A	C	X	X	B	C	B	B	A	X	X	X	X	B	X	D	A	D	X
17ir71441	1	D	C	B	B	D	A	D	A	C	B	C	A	C	D	B	X	B	D	X	X	B	D
17ir37827	1	D	C	B	B	D	C	D	A	C	D	B	X	X	D	D	A	A	X	C	C	D	D
17ir94938	1	D	C	B	A	D	A	C	A	C	D	B	X	X	X	X	X	A	X	X	X	B	C
17ir44592	1	D	C	D	A	D	A	D	A	C	D	B	A	A	D	C	B	A	D	A	B	D	D
17ir38015	1	D	C	B	B	D	A	C	A	C	D	D	A	X	D	C	X	B	D	B	X	B	D
17ir33516	1	X	B	B	B	C	B	A	A	C	D	B	B	X	D	C	A	B	D	B	D	B	A
17ir57548	1	D	B	D	B	A	A	X	B	X	B	X	X	C	D	X	X	X	C	B	X	B	X
17ir61890	1	B	C	B	B	D	A	B	A	C	B	B	X	X	D	X	X	X	X	X	C	D	B
17ir16632	1	D	C	B	B	C	X	X	A	C	D	X	A	X	D	B	X	C	C	X	X	B	X
17ir57489	1	D	C	B	B	D	A	C	A	C	D	B	A	X	C	C	X	X	D	A	B	D	D
17ir35858	1	D	C	B	B	D	A	D	A	X	D	B	A	C	D	C	A	X	X	X	C	B	D
17ir83518	1	D	C	B	A	D	A	C	A	C	B	B	A	C	D	D	A	B	D	X	C	A	A
17ir76288	1	D	A	X	B	X	C	C	A	X	D	B	X	A	D	D	X	B	D	X	X	B	B
17ir85307	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	X	D	D
17ir61651	1	D	C	B	B	D	A	D	A	C	D	B	C	C	D	C	X	A	C	C	X	B	C
17ir90353	1	D	C	B	B	D	A	C	A	C	D	B	A	X	D	D	X	C	D	B	A	A	D
17ir40441	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	X	D	D	D	B	B	D
17ir35169	1	D	C	B	B	D	B	D	A	C	B	B	A	D	D	C	A	B	X	C	C	D	D
17ir76606	1	D	C	C	D	D	B	B	A	C	B	B	X	X	D	C	X	X	X	B	C	B	D
17ir25564	1	X	C	X	B	D	X	D	A	C	B	B	X	C	D	C	X	A	X	D	C	B	D
17ir88322	1	D	D	B	A	D	A	A	A	C	D	B	X	C	D	C	A	X	D	D	X	C	D
17ir31554	1	D	C	B	B	D	C	D	A	C	D	B	A	C	D	C	A	D	D	D	C	D	D
17ir70341	1	D	C	B	D	D	X	D	A	X	D	B	A	X	D	C	A	A	D	D	C	B	D
17ir10039	1	D	C	B	B	D	A	D	D	C	D	B	A	C	D	X	A	B	X	X	X	B	B
17ir18991	1	D	C	B	B	D	A	X	A	C	B	X	X	X	D	X	X	X	X	D	X	A	X
17ir41071	1	D	C	B	A	D	A	D	A	C	D	C	B	C	D	C	A	D	X	D	C	B	D
17ir89208	1	D	C	B	C	D	C	C	A	C	D	B	X	C	D	C	A	B	D	D	B	A	B
17ir25628	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	D	C	D	D
17ir49360	1	D	B	B	B	D	A	D	A	C	A	C	X	X	D	B	X	B	D	B	A	B	B
17ir57518	1	D	C	A	B	C	C	X	D	X	D	A	B	X	B	D	B	X	X	X	X	C	D
17ir82868	1	D	B	C	B	D	C	D	A	C	B	D	B	X	X	C	X	B	A	C	B	D	B
17ir40440	1	X	C	B	A	B	A	A	X	C	D	X	X	C	X	C	X	X	X	X	X	D	B
17ir82377	1	D	C	B	B	D	C	B	B	X	B	B	A	B	C	X	X	X	X	X	C	C	D
17ir95563	1	D	C	X	X	A	C	D	A	X	D	X	D	X	C	X	X	X	X	B	B	A	X
17ir81479	1	D	C	B	B	D	X	D	A	C	B	C	X	X	D	C	X	B	D	X	C	B	D
17ir66474	1	D	C	B	B	D	A	B	A	C	B	C	A	C	D	C	B	D	D	A	B	D	D
17ir53467	1	X	C	X	C	D	A	D	X	C	D	B	X	X	D	C	A	B	X	D	X	C	D
17ir45206	1	D	C	B	A	D	A	C	A	C	D	B	A	X	D	C	A	X	X	A	C	B	D
17ir48471	1	D	C	X	B	D	C	C	A	C	D	B	X	C	D	C	A	D	D	C	C	B	D
17ir64380	1	D	C	B	C	D	X	C	A	C	D	C	A	X	D	C	X	X	X	D	X	D	D
17ir75390	1	D	C	B	A	D	A	D	A	C	D	X	X	X	D	C	X	D	X	D	C	B	D
17ir91255	1	D	C	B	B	D	X	D	A	C	D	X	A	C	C	C	A	B	D	X	B	B	D
17ir81365	1	D	C	B	B	D	X	C	A	C	D	B	A	X	C	A	X	C	D	A	X	B	D
17ir22489	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	X	D	D	D	A	D
17ir26598	1	D	C	C	C	D	D	A	C	C	D	C	X	X	C	D	X	X	X	X	C	B	D
17ir93983	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir87398	1	D	C	X	B	D	A	A	C	C	B	B	X	X	D	C	X	B	D	D	B	C	X
17ir12484	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	D	A	A	D	D	C	A	D
17ir59160	1	D	C	A	B	D	X	C	A	C	D	B	A	C	D	C	X	A	D	X	C	B	C
17ir93346	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	A	X	D	C	C	B	D
17ir68895	1	B	C	B	B	D	A	D	A	C	B	X	A	C	D	C	X	X	D	A	B	D	D
17ir71509	1	A	C	B	D	D	X	B	D	D	B	B	X	X	D	C	X	B	X	C	X	D	D
17ir16369	1	X	C	B	B	D	B	C	C	X	D	B	C	X	C	C	X	C	X	A	X	X	D
17ir34631	1	D	C	B	B	D	X	D	A	C	D	B	X	X	D	C	X	B	X	D	C	D	D
17ir43653	1	D	C	B	B	D	B	C	A	C	D	B	A	C	C	C	A	B	D	D	C	B	D
17ir86272	1	D	C	C	B	A	X	D	C	X	D	X	C	D	D	C	X	X	X	B	X	C	X
17ir89701	1	B	B	D	A	C	A	C	A	X	A	B	X	C	D	D	X	B	C	C	A	B	B
17ir97174	1	D	C	B	B	D	A	B	A	X	D	X	X	X	X	X	X	X	X	X	D	C	B
17ir65321	1	D	C	C	B	A	A	C	D	C	D	C	X	D	D	D	X	B	C	B	X	D	B
17ir40097	1	D	C	B	B	D	A	D	A	C	B	C	A	A	D	C	A	A	D	B	D	D	D
17ir76710	1	D	C	B	A	D	X	D	X	X	D	B	X	X	D	C	X	X	D	D	C	B	D
17ir14723	1	D	C	B	A	D	X	B	C	X	C	A	X	B	D	C	X	B	C	D	A	B	B
17ir68232	1	B	C	B	B	X	C	D	A	X	D	B	D	X	D	C	B	B	X	X	B	A	D
17ir94098	1	D	C	B	A	D	X	C	A	C	D	B	X	X	C	C	A	B	D	D	B	A	B
17ir85549	1	D	C	B	B	D	X	X	A	C	X	B	X	X	D	X	X	B	X	X	B	X	X
17ir47902	1	D	C	B	B	D	X	C	B	C	D	A	A	X	D	C	X	A	X	D	A	B	B
17ir62953	1	D	C	B	B	D	A	C	A	C	D	X	B	X	X	A	X	B	X	A	C	B	D
17ir29540	1	D	C	B	B	C	X	D	A	C	D	B	A	C	C	C	X	C	X	D	C	D	D
17ir43955	1	D	C	B	C	D	C	D	A	C	D	C	A	D	D	D	X	B	X	D	X	B	X
17ir38785	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	X	X	D	D	B	D	D
17ir53437	1	D	C	B	A	D	A	D	A	A	D	B	A	C	D	C	A	B	D	D	C	D	D
17ir72343	1	D	C	B	B	D	A	D	A	X	X	X	A	C	C	C	X	X	X	B	X	B	D
17ir76858	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	C	A	X	D	D	C	B	D
17ir66444	1	D	X	B	B	D	C	B	A	C	D	B	X	C	X	X	X	B	D	D	X	C	D
17ir87112	1	D	C	X	B	D	C	B	A	X	D	B	A	C	D	B	X	B	C	X	X	X	X
17ir31043	1	D	C	B	A	D	A	D	A	C	D	B	A	X	D	C	A	X	D	X	X	D	D
17ir28343	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	B	D	D	C	D	D
17ir15967	1	D	C	X	B	D	X	X	X	X	B	B	X	X	D	C	X	B	X	D	X	D	D
17ir49929	1	D	C	B	A	D	X	B	B	C	B	C	A	X	D	C	X	X	D	D	X	B	D
17ir45462	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
17ir50332	1	D	C	B	B	D	A	X	A	C	B	B	D	X	X	X	X	B	X	X	C	D	X
17ir22978	1	D	C	B	B	D	X	B	A	X	D	D	X	X	C	C	X	X	C	A	C	A	D
17ir58268	1	D	C	B	B	D	C	D	A	C	D	B	A	X	D	C	A	C	D	D	C	D	D
17ir30506	1	B	B	B	B	A	A	D	A	C	D	D	D	C	D	C	B	B	D	D	C	B	D
17ir72476	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	B	A	B	D	D	C	B	D
17ir97745	1	D	C	B	B	D	A	D	D	C	D	X	C	X	D	C	X	A	D	X	X	D	D
17ir41406	1	D	C	B	B	D	C	D	C	C	D	B	X	C	D	C	X	B	D	D	D	B	C
17ir74841	1	D	C	B	D	B	A	C	A	C	D	B	B	C	D	C	X	D	D	D	C	D	D
17ir37595	1	D	B	B	B	D	C	B	A	C	D	B	A	C	D	C	A	B	X	D	C	B	D
17ir12038	1	A	C	B	B	D	C	D	A	D	B	B	A	C	D	X	C	B	D	A	B	B	B
17ir28334	1	D	C	B	A	D	A	D	C	C	D	B	A	B	D	C	A	B	D	A	B	B	D
17ir13893	1	D	C	B	A	D	A	D	A	C	D	B	A	C	D	D	X	D	A	D	C	D	A
17ir83690	1	D	B	B	B	D	C	B	A	C	D	D	A	X	D	X	X	B	X	B	X	D	D
17ir83065	1	D	C	B	B	D	X	D	A	C	D	B	A	C	D	C	A	B	D	X	C	D	D
17ir61132	1	D	C	B	A	D	A	D	A	C	D	B	A	D	D	C	A	B	D	D	B	B	B
17ir69539	1	D	C	B	B	D	X	D	A	C	D	B	A	C	D	C	X	X	X	X	C	B	D
17ir65310	1	D	C	B	B	C	A	A	A	C	X	X	X	X	D	C	X	X	D	C	C	D	X
17ir43219	1	D	B	B	B	D	C	D	A	C	B	B	A	X	X	C	X	X	D	D	A	X	C
17ir47701	1	D	C	B	B	D	A	D	A	C	D	B	A	C	X	C	X	B	X	X	X	B	X
17ir56011	1	D	C	B	B	D	A	B	A	C	D	B	X	A	D	C	X	X	X	D	X	B	D
17ir16917	1	D	C	A	B	D	A	B	A	X	D	B	X	X	D	C	X	X	X	D	X	B	B
17ir30486	1	D	C	B	B	D	A	D	A	C	D	D	X	X	D	B	A	D	D	D	A	A	B
17ir26226	1	D	C	B	B	D	A	D	B	C	D	B	X	X	D	D	A	B	D	X	C	B	D
17ir58780	1	D	C	B	B	D	A	B	A	C	D	B	X	X	C	C	X	D	D	C	X	B	D
17ir28684	1	D	C	B	B	D	A	B	A	X	D	X	X	X	D	C	X	X	X	D	C	B	X
17ir61917	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	A	B	D	B	C	B	D
17ir36537	1	D	C	B	B	D	A	D	A	C	D	X	A	X	C	C	X	C	X	B	X	C	D
17ir10685	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	X	X	X	X	X	B	B	D
17ir18304	1	D	C	B	B	D	A	X	A	X	X	B	X	A	X	C	X	B	D	X	C	D	B
17ir94511	1	X	C	B	B	A	A	C	A	C	C	B	X	B	C	C	X	X	D	D	C	D	C
17ir14547	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	X	D	X	X	D	X
17ir21360	1	D	C	X	X	D	X	B	A	X	C	A	D	C	D	X	X	X	D	A	A	C	A
17ir16224	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	X	D	D	X	D	D
17ir11626	1	D	C	B	B	D	A	C	A	C	B	C	D	C	D	C	B	C	A	D	B	B	B
17ir74131	1	D	C	B	B	D	C	C	A	C	B	B	A	X	D	X	X	X	X	D	C	D	D
17ir52376	1	D	C	B	B	D	A	C	A	C	D	B	A	X	D	C	A	X	D	A	X	B	D
17ir69031	1	D	C	B	B	D	A	C	A	C	D	B	A	X	D	C	X	B	D	D	C	B	D
17ir28953	1	D	C	D	B	D	A	D	A	C	D	B	X	C	D	X	A	X	D	D	X	B	D
17ir91529	1	D	C	B	B	D	C	A	A	X	D	C	A	C	D	C	A	B	D	A	B	D	D
17ir69230	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	C	B	D	D	X	B	D
17ir73732	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	X	B	D	D	C	C	D
17ir44962	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir27877	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	A	B	D
17ir30155	1	D	C	B	A	D	X	C	A	C	D	X	A	D	X	C	X	B	D	D	C	D	D
17ir78646	1	D	C	B	X	D	B	D	A	C	D	B	A	X	D	C	X	X	X	X	C	A	X
17ir24516	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir67501	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	X	D	D	C	B	D
17ir93344	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	X	B	D	D	C	B	D
17ir11731	1	B	B	B	B	D	A	C	A	A	D	B	X	C	C	C	A	X	D	D	B	D	B
17ir58339	1	D	C	B	B	D	A	C	A	C	D	B	A	A	D	C	A	B	D	C	B	B	D
17ir25640	1	D	C	B	B	D	A	B	A	C	B	B	D	X	X	C	A	D	X	X	C	B	B
17ir41496	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	B	X	B	D	D	C	A	D
17ir98862	1	D	C	B	B	D	A	D	X	X	D	X	A	C	X	C	X	B	D	X	C	B	D
17ir75474	1	D	C	B	A	D	C	D	A	C	D	B	B	B	D	C	A	B	D	C	C	D	D
17ir37224	1	D	C	D	B	D	B	D	A	C	D	B	X	X	X	X	A	B	D	X	X	B	D
17ir76199	1	D	B	B	B	D	A	D	A	C	B	B	X	C	C	C	A	B	D	D	C	D	D
17ir47429	1	D	C	B	A	D	A	D	A	C	D	B	X	X	D	C	X	B	D	D	C	D	D
17ir23203	1	A	B	B	B	D	D	B	A	X	D	B	A	B	D	D	C	X	D	X	D	A	D
17ir15144	1	D	B	B	A	D	X	C	A	X	D	X	B	C	D	C	X	B	D	D	C	D	D
17ir95067	1	B	C	B	B	D	X	X	C	C	D	B	X	X	C	X	X	X	A	D	D	D	B
17ir39125	1	D	C	B	B	D	X	D	A	X	D	B	A	A	D	C	B	A	A	A	A	B	D
17ir26420	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	C	D	D
17ir41331	1	D	C	B	B	D	A	D	A	C	D	B	A	A	D	C	A	B	D	B	C	B	D
17ir64555	1	D	C	B	B	B	C	D	A	C	D	B	A	X	D	B	C	B	D	D	C	B	D
17ir54483	1	D	B	B	A	D	B	A	A	C	D	B	A	X	D	C	X	X	C	X	A	D	D
17ir13185	1	D	C	B	B	D	A	D	A	C	D	X	A	X	D	C	A	B	D	X	X	D	D
17ir15711	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
17ir67333	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir26386	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	B	C	B	D
17ir69322	1	D	C	B	B	D	A	D	A	C	D	B	A	X	C	C	X	C	D	D	X	C	D
17ir68610	1	B	A	B	B	C	X	B	X	X	B	X	D	X	B	A	X	X	D	D	B	A	X
17ir65260	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	B	D	D	B	B	D
17ir30300	1	D	C	D	A	D	D	D	A	A	D	B	B	X	D	C	B	C	C	D	X	B	D
17ir85998	1	D	C	B	B	D	D	C	A	C	D	B	X	X	C	D	X	C	D	D	C	B	D
17ir36732	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	C	C	B	D
17ir55804	1	D	C	B	B	D	X	D	A	C	D	B	X	X	D	C	X	B	D	D	A	A	D
17ir93989	1	D	C	B	B	D	A	D	A	C	B	B	X	D	D	C	X	B	D	C	C	A	D
17ir52637	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	A	C	B	D
17ir14296	1	D	C	C	B	D	X	A	A	C	C	B	X	X	C	C	X	X	X	X	X	D	X
17ir86778	1	D	C	B	B	D	C	D	A	C	D	B	A	C	X	C	X	B	D	D	X	B	D
17ir36755	1	D	C	B	B	D	A	C	A	C	B	X	A	X	D	C	X	X	X	X	B	B	D
17ir97910	1	D	C	B	B	D	A	C	A	C	B	B	A	C	D	C	A	C	D	D	C	D	D
17ir77908	1	D	D	B	B	D	C	B	B	C	B	D	A	D	C	X	X	X	D	X	B	B	X
17ir30584	1	D	C	C	B	C	B	C	A	C	D	B	A	X	C	B	X	X	X	D	A	X	C
17ir84468	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	X	X	X	X	X	B	D	D
17ir80544	1	D	B	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	D	X	D	D
17ir82930	1	D	C	B	B	D	A	D	A	C	D	C	A	X	D	C	A	B	X	C	C	C	C
17ir70830	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	X	C	C	B	D
17ir71835	1	D	C	B	B	D	C	C	A	X	D	B	X	X	D	C	A	B	X	D	X	D	X
17ir17853	1	D	C	B	B	D	A	D	A	C	B	B	A	X	D	C	A	B	D	A	X	B	D
17ir83590	1	D	C	B	B	B	A	D	B	C	D	B	A	C	D	D	X	D	D	C	B	B	D
17ir29152	1	D	A	B	B	D	A	B	A	C	D	B	A	C	D	D	C	B	D	D	C	A	D
17ir68381	1	D	C	B	B	D	A	D	A	C	D	B	X	A	D	C	A	X	D	D	X	B	D
17ir16053	1	D	C	B	B	D	A	C	A	C	D	B	A	A	D	B	B	B	X	C	B	C	D
17ir13450	1	D	C	B	B	D	B	D	A	C	D	B	B	X	D	C	A	X	X	D	X	B	D
17ir61265	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	X	X	D	D	X	B	D
17ir88493	1	D	C	B	B	D	A	C	A	C	D	B	A	X	D	C	X	B	D	D	X	B	X
17ir64609	1	D	C	B	B	D	C	C	A	X	D	B	X	X	D	C	X	X	B	D	C	D	D
17ir78392	1	D	C	B	B	D	X	C	A	C	D	B	X	X	C	D	X	X	D	B	B	B	D
17ir67922	1	D	C	B	B	D	X	D	A	X	D	B	X	X	D	C	X	X	D	D	C	B	D
17ir58456	1	D	C	B	B	D	A	B	A	C	D	B	A	X	D	C	X	B	X	X	X	D	B
17ir93088	1	D	C	B	B	D	A	B	A	C	D	B	X	X	X	C	X	B	X	C	X	A	B
17ir25875	1	D	C	B	B	D	C	C	A	C	B	B	A	X	D	C	A	B	D	X	X	B	D
17ir67160	1	D	C	B	B	D	X	D	A	C	B	X	A	C	D	D	A	B	D	D	X	B	B
17ir61670	1	D	C	B	B	D	X	C	A	C	D	A	X	X	C	C	X	B	X	X	X	B	B
17ir80027	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir43763	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	C	X	B	X	D	C	B	D
17ir82403	1	D	C	B	B	D	B	B	C	C	D	B	B	C	D	C	A	B	D	D	B	B	D
17ir36721	1	A	D	B	B	D	A	D	A	X	D	B	C	X	D	A	C	X	D	C	X	A	B
17ir98142	1	D	C	B	B	C	C	C	A	C	D	B	A	C	D	C	A	B	D	D	B	A	D
17ir26515	1	D	C	B	B	D	C	D	A	X	D	B	A	X	D	C	X	B	X	A	X	B	D
17ir72351	1	D	C	B	B	D	A	C	A	C	D	B	X	X	D	C	A	B	D	D	C	A	D
