feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	wiskundeGroep
17ir43955	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir38785	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir53437	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir72343	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir76858	1	1	19	0	3	17	>=14	19	0	3	17	>=14
17ir66444	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir87112	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir31043	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir28343	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir15967	1	0	10	2	10	8	8-9	10	2	10	8	8-9
17ir49929	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir45462	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir50332	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir22978	1	0	10	6	6	7	<=7	10	6	6	7	<=7
17ir58268	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir30506	1	1	16	6	0	13	10-13	16	6	0	13	10-13
17ir72476	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir97745	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir41406	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir74841	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir37595	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir12038	1	0	13	8	1	9	8-9	13	8	1	9	8-9
17ir28334	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir13893	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir83690	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir83065	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir61132	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir69539	1	1	17	0	5	15	>=14	17	0	5	15	>=14
17ir65310	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir43219	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir47701	1	1	16	0	6	15	>=14	16	0	6	15	>=14
17ir56011	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir16917	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir30486	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir26226	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir58780	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir28684	1	1	13	1	8	12	10-13	13	1	8	12	10-13
17ir61917	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir36537	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir10685	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir18304	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir94511	1	0	11	7	4	8	8-9	11	7	4	8	8-9
17ir14547	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir21360	1	0	7	8	7	4	<=7	7	8	7	4	<=7
17ir16224	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir11626	1	0	13	9	0	9	8-9	13	9	0	9	8-9
17ir74131	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir52376	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir69031	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir28953	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir91529	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir69230	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir73732	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir44962	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir27877	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir30155	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir78646	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir24516	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir67501	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir93344	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir11731	1	0	12	8	2	8	8-9	12	8	2	8	8-9
17ir58339	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir25640	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir41496	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir98862	1	1	16	0	6	15	>=14	16	0	6	15	>=14
17ir75474	1	1	16	6	0	13	10-13	16	6	0	13	10-13
17ir37224	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir76199	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir47429	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir23203	1	0	10	9	3	6	<=7	10	9	3	6	<=7
17ir15144	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir95067	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir39125	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir26420	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir41331	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir64555	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir54483	1	0	11	7	4	8	8-9	11	7	4	8	8-9
17ir13185	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir15711	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir67333	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir26386	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir69322	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir68610	1	0	4	10	8	1	<=7	4	10	8	1	<=7
17ir65260	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir30300	1	0	12	8	2	8	8-9	12	8	2	8	8-9
17ir85998	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir36732	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir55804	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir93989	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir52637	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir14296	1	0	8	5	9	6	<=7	8	5	9	6	<=7
17ir86778	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir36755	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir97910	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir77908	1	0	8	9	5	5	<=7	8	9	5	5	<=7
17ir30584	1	0	9	8	5	6	<=7	9	8	5	6	<=7
17ir84468	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir80544	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir82930	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir70830	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir71835	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir17853	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir83590	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir29152	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir68381	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir16053	1	1	14	7	1	11	10-13	14	7	1	11	10-13
17ir13450	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir61265	1	1	19	0	3	17	>=14	19	0	3	17	>=14
17ir88493	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir64609	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir78392	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir67922	1	1	16	0	6	15	>=14	16	0	6	15	>=14
17ir58456	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir93088	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir25875	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir67160	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir61670	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir80027	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir43763	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir82403	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir36721	1	0	10	8	4	7	<=7	10	8	4	7	<=7
17ir98142	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir26515	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir72351	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir76005	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir60828	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir74578	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir47221	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir47303	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir33426	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir18558	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir21264	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir38555	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir32621	1	1	12	0	10	11	10-13	12	0	10	11	10-13
17ir96840	1	1	14	7	1	11	10-13	14	7	1	11	10-13
17ir30153	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir98871	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir65493	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir35028	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir94521	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir40772	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir36201	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir18190	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir99706	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir12008	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir39627	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir48601	1	0	3	5	14	1	<=7	3	5	14	1	<=7
17ir86424	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir39918	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir74769	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir85622	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir78298	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir47826	1	0	11	7	4	8	8-9	11	7	4	8	8-9
17ir76255	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir96401	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir12232	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir58512	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir66068	1	1	17	0	5	15	>=14	17	0	5	15	>=14
17ir50116	1	1	13	7	2	10	10-13	13	7	2	10	10-13
17ir74451	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir78827	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir45370	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir61628	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir11568	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir92465	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir90311	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir89235	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir62536	1	0	3	6	13	1	<=7	3	6	13	1	<=7
17ir46760	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir68926	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir39568	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir40312	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir45129	1	1	19	0	3	17	>=14	19	0	3	17	>=14
17ir34621	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir79963	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir35867	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir87668	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir56505	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir96348	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir34835	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir86717	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir20638	1	0	9	5	8	7	<=7	9	5	8	7	<=7
17ir72585	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir21712	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir35845	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir78833	1	0	6	8	8	3	<=7	6	8	8	3	<=7
17ir95367	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir79929	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir10387	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir25302	1	0	9	3	10	7	<=7	9	3	10	7	<=7
17ir64953	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir11814	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir47562	1	0	13	8	1	9	8-9	13	8	1	9	8-9
17ir49867	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir98523	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir10076	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir61985	1	0	7	5	10	5	<=7	7	5	10	5	<=7
17ir54252	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir78105	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir30814	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir42780	1	0	6	11	5	2	<=7	6	11	5	2	<=7
17ir57302	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir45254	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir70054	1	1	13	1	8	12	10-13	13	1	8	12	10-13
17ir25194	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir82221	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir19711	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir98540	1	1	17	0	5	15	>=14	17	0	5	15	>=14
17ir86169	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir18986	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir51384	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir44635	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir58367	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir74829	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir46446	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir30985	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir96524	1	0	11	8	3	8	8-9	11	8	3	8	8-9
17ir91372	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir15475	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir92300	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir54726	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir28984	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir40996	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir81240	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir71681	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir60507	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir17911	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir44065	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir17469	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir24662	1	1	13	1	8	12	10-13	13	1	8	12	10-13
17ir19615	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir19292	1	0	6	7	9	3	<=7	6	7	9	3	<=7
17ir57626	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir26755	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir90239	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir96140	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir97531	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir71826	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir14999	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir47298	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir37726	1	0	9	6	7	6	<=7	9	6	7	6	<=7
17ir76919	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir92932	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir75108	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir38059	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir59415	1	0	12	8	2	8	8-9	12	8	2	8	8-9
17ir67227	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir51971	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir87735	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir12957	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir63065	1	0	11	2	9	9	8-9	11	2	9	9	8-9
17ir15557	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir27419	1	0	11	8	3	8	8-9	11	8	3	8	8-9
17ir92224	1	0	10	5	7	8	8-9	10	5	7	8	8-9
17ir25752	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir42216	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir84699	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir42231	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir77093	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir82227	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir14953	1	0	11	10	1	7	<=7	11	10	1	7	<=7
17ir31432	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir72434	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir76227	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir56261	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir82386	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir32976	1	0	7	2	13	6	<=7	7	2	13	6	<=7
17ir29694	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir49413	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir48084	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir47781	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir64687	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir40272	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir25568	1	1	16	6	0	13	10-13	16	6	0	13	10-13
17ir99251	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir79851	1	1	17	0	5	15	>=14	17	0	5	15	>=14
17ir58444	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir81806	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir12878	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir16811	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir10630	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir49333	1	1	13	7	2	10	10-13	13	7	2	10	10-13
17ir86439	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir54894	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir70011	1	0	4	15	3	0	<=7	4	15	3	0	<=7
17ir10478	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir70566	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir14295	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir54776	1	1	16	6	0	13	10-13	16	6	0	13	10-13
17ir10974	1	0	7	7	8	4	<=7	7	7	8	4	<=7
17ir55697	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir66968	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir44040	1	0	10	2	10	8	8-9	10	2	10	8	8-9
17ir83500	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir25247	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir48814	1	0	9	3	10	7	<=7	9	3	10	7	<=7
17ir70578	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir19519	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir82054	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir57365	1	0	4	8	10	1	<=7	4	8	10	1	<=7
17ir83026	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir63998	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir74521	1	1	19	0	3	17	>=14	19	0	3	17	>=14
17ir89435	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir38443	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir97825	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir71558	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir30081	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir73006	1	0	11	7	4	8	8-9	11	7	4	8	8-9
17ir27230	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir49862	1	0	8	10	4	4	<=7	8	10	4	4	<=7
17ir79410	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir96281	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir26441	1	0	9	9	4	5	<=7	9	9	4	5	<=7
17ir84882	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir90854	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir80808	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir56207	1	1	13	7	2	10	10-13	13	7	2	10	10-13
17ir26096	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir13335	1	1	16	5	1	13	10-13	16	5	1	13	10-13
17ir60409	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir95206	1	0	8	4	10	6	<=7	8	4	10	6	<=7
17ir90384	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir65172	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir15833	1	1	13	7	2	10	10-13	13	7	2	10	10-13
17ir57382	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir27308	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir46905	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir96305	1	1	20	0	2	18	>=14	20	0	2	18	>=14
17ir65013	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir29489	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir72380	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir80030	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir36868	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir81986	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir64672	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir19046	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir29942	1	1	13	0	9	12	10-13	13	0	9	12	10-13
17ir82972	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir25097	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir62437	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir59012	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir76073	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir96617	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir44759	1	0	10	3	9	8	8-9	10	3	9	8	8-9
17ir58882	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir96619	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir50343	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir23427	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir56861	1	0	9	5	8	7	<=7	9	5	8	7	<=7
17ir85162	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir20395	1	0	7	6	9	5	<=7	7	6	9	5	<=7
17ir75877	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir13982	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir53877	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir52731	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir35334	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir76346	1	0	4	2	16	3	<=7	4	2	16	3	<=7
17ir50310	1	0	9	3	10	7	<=7	9	3	10	7	<=7
17ir22607	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir11363	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir47720	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir75752	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir29623	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir14054	1	1	14	1	7	12	10-13	14	1	7	12	10-13
17ir79443	1	0	10	5	7	8	8-9	10	5	7	8	8-9
17ir71062	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir48143	1	1	16	0	6	15	>=14	16	0	6	15	>=14
17ir86039	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir28785	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir25742	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir18934	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir30216	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir20475	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir98378	1	0	4	11	7	0	<=7	4	11	7	0	<=7
17ir72329	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir16726	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir67649	1	0	9	6	7	6	<=7	9	6	7	6	<=7
17ir91374	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir37511	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir16277	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir97610	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir19717	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir24063	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir51040	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir23366	1	0	7	10	5	3	<=7	7	10	5	3	<=7
17ir92067	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir57520	1	0	12	7	3	9	8-9	12	7	3	9	8-9
17ir96471	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir77635	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir73523	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir69290	1	0	2	5	15	0	<=7	2	5	15	0	<=7
17ir11848	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir27603	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir30840	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir39930	1	0	8	11	3	4	<=7	8	11	3	4	<=7
17ir20412	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir54441	1	0	4	14	4	0	<=7	4	14	4	0	<=7
17ir51668	1	0	12	10	0	8	8-9	12	10	0	8	8-9
17ir38003	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir82554	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir82470	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir32619	1	0	11	2	9	9	8-9	11	2	9	9	8-9
17ir85534	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir22524	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir53275	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir74730	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir44542	1	1	12	2	8	10	10-13	12	2	8	10	10-13
