feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep
19xb74018	1	1	20	5	0	15	>=14	10	0	0	10	>=9	10	5	0	8	8-11
19xb10775	1	1	20	2	3	15	>=14	8	2	0	7	7-8	12	0	3	12	>=12
19xb75624	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19xb33377	1	1	22	3	0	17	>=14	9	1	0	9	>=9	13	2	0	12	>=12
19xb78877	1	1	21	1	3	17	>=14	10	0	0	10	>=9	11	1	3	11	8-11
19xb44286	1	0	13	12	0	7	<10	7	3	0	6	<7	6	9	0	3	<8
19xb20711	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19xb56744	1	0	14	8	3	9	<10	10	0	0	10	>=9	4	8	3	1	<8
19xb91642	1	0	15	10	0	9	<10	10	0	0	10	>=9	5	10	0	2	<8
19xb49437	1	0	15	10	0	9	<10	10	0	0	10	>=9	5	10	0	2	<8
19xb47596	1	1	18	6	1	13	10-13	10	0	0	10	>=9	8	6	1	6	<8
19xb41709	1	0	10	12	3	5	<10	8	2	0	7	7-8	2	10	3	0	<8
19xb67188	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19xb78855	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19xb13376	1	1	17	1	7	13	10-13	8	0	2	8	7-8	9	1	5	9	8-11
19xb39718	1	1	16	4	5	12	10-13	9	0	1	9	>=9	7	4	4	6	<8
19xb77141	1	0	14	11	0	8	<10	6	4	0	5	<7	8	7	0	6	<8
19xb21204	1	1	20	4	1	15	>=14	9	1	0	9	>=9	11	3	1	10	8-11
19xb39676	1	0	1	3	21	0	<10	1	3	6	0	<7	0	0	15	0	<8
19xb48708	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19xb30118	1	0	13	4	8	9	<10	9	0	1	9	>=9	4	4	7	3	<8
19xb31033	1	1	14	6	5	10	10-13	9	1	0	9	>=9	5	5	5	3	<8
19xb67088	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19xb44056	1	0	11	3	11	8	<10	7	1	2	7	7-8	4	2	9	3	<8
19xb57550	1	1	18	4	3	13	10-13	9	1	0	9	>=9	9	3	3	8	8-11
19xb41952	1	0	13	8	4	8	<10	8	2	0	7	7-8	5	6	4	3	<8
19xb16536	1	1	19	2	4	15	>=14	10	0	0	10	>=9	9	2	4	8	8-11
19xb12149	1	1	15	5	5	11	10-13	9	1	0	9	>=9	6	4	5	5	<8
19xb24799	1	0	13	6	6	9	<10	8	2	0	7	7-8	5	4	6	4	<8
19xb94045	1	0	11	14	0	5	<10	6	4	0	5	<7	5	10	0	2	<8
19xb70921	1	1	14	4	7	10	10-13	9	1	0	9	>=9	5	3	7	4	<8
19xb64633	1	1	18	2	5	14	>=14	9	1	0	9	>=9	9	1	5	9	8-11
19xb59651	1	0	15	10	0	9	<10	8	2	0	7	7-8	7	8	0	4	<8
19xb62445	1	1	20	4	1	15	>=14	10	0	0	10	>=9	10	4	1	9	8-11
19xb33573	1	1	20	3	2	15	>=14	10	0	0	10	>=9	10	3	2	9	8-11
19xb56130	1	1	14	6	5	10	10-13	6	3	1	5	<7	8	3	4	7	<8
19xb18472	1	1	21	3	1	16	>=14	10	0	0	10	>=9	11	3	1	10	8-11
19xb52207	1	1	19	4	2	14	>=14	9	1	0	9	>=9	10	3	2	9	8-11
19xb81511	1	1	21	1	3	17	>=14	10	0	0	10	>=9	11	1	3	11	8-11
19xb79804	1	0	13	5	7	9	<10	9	0	1	9	>=9	4	5	6	2	<8
19xb24732	1	1	21	2	2	16	>=14	10	0	0	10	>=9	11	2	2	10	8-11
19xb88406	1	1	24	0	1	19	>=14	10	0	0	10	>=9	14	0	1	14	>=12
19xb25763	1	1	21	2	2	16	>=14	9	1	0	9	>=9	12	1	2	12	>=12
19xb93527	1	1	15	5	5	11	10-13	8	1	1	8	7-8	7	4	4	6	<8
19xb31037	1	1	19	1	5	15	>=14	10	0	0	10	>=9	9	1	5	9	8-11
19xb82857	1	1	20	3	2	15	>=14	10	0	0	10	>=9	10	3	2	9	8-11
19xb46078	1	0	13	12	0	7	<10	5	5	0	3	<7	8	7	0	6	<8
19xb95434	1	1	20	3	2	15	>=14	9	1	0	9	>=9	11	2	2	10	8-11
19xb39564	1	1	19	4	2	14	>=14	10	0	0	10	>=9	9	4	2	8	8-11
19xb51211	1	1	17	4	4	13	10-13	9	0	1	9	>=9	8	4	3	7	<8
19xb11021	1	1	18	4	3	13	10-13	9	0	1	9	>=9	9	4	2	8	8-11
19xb76265	1	1	18	6	1	13	10-13	10	0	0	10	>=9	8	6	1	6	<8
19xb73454	1	0	14	7	4	9	<10	6	3	1	5	<7	8	4	3	7	<8
19xb68312	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19xb33162	1	1	23	0	2	18	>=14	10	0	0	10	>=9	13	0	2	13	>=12
19xb46136	1	0	10	9	6	6	<10	8	1	1	8	7-8	2	8	5	0	<8
19xb98642	1	1	14	6	5	10	10-13	7	2	1	6	<7	7	4	4	6	<8
