ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34349	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34480	1	D	D	B	B	D	A	X	B	X	B	B	B	C	A	C	A	C	D	C	C	D	C
34655	1	D	C	B	A	D	C	D	A	C	D	B	A	C	D	C	A	C	D	C	A	B	D
34547	1	D	C	B	B	D	C	C	A	X	D	B	A	C	B	C	X	B	D	D	C	B	X
34199	1	D	C	B	A	D	C	D	A	C	D	X	A	C	D	C	A	X	X	X	B	B	D
34271	1	D	C	X	B	X	X	X	A	X	D	X	X	X	X	X	X	X	D	X	X	D	X
34000	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	B	A	B	D	X	X	D	D
34068	1	D	C	B	B	C	A	C	B	X	B	C	A	X	D	C	A	B	D	B	X	A	B
34247	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	X	B	D	D	C	B	D
34253	1	D	C	B	C	B	B	D	A	C	D	B	X	X	C	C	X	X	D	C	C	B	B
34607	1	D	X	D	B	B	A	D	A	C	C	B	D	X	D	C	X	X	X	D	X	B	D
34479	1	D	C	B	B	D	A	D	A	X	B	X	C	X	D	C	X	X	X	D	X	B	B
34560	1	D	C	B	B	D	A	D	A	C	B	B	A	B	D	C	A	B	D	D	C	B	D
34347	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	X	C	X	D	D
34639	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34577	1	D	C	B	B	B	A	C	B	C	D	C	A	C	C	D	A	A	A	B	D	D	D
34393	1	D	A	C	A	D	X	D	C	C	B	C	X	A	C	B	X	C	D	B	C	C	X
34736	1	D	C	B	C	D	A	D	A	C	B	B	A	C	D	C	A	B	D	C	A	B	C
33962	1	D	C	B	B	D	A	C	A	C	D	B	X	X	A	C	A	B	D	D	A	B	D
34460	1	D	C	B	B	C	A	D	A	C	D	B	A	C	D	C	A	X	D	B	X	D	D
34596	1	D	C	X	C	D	C	D	A	C	D	B	X	X	C	B	A	A	B	B	A	B	B
34532	1	D	B	X	B	D	X	X	A	X	D	B	X	X	D	C	X	X	X	A	B	C	D
34825	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	B	D	D	C	B	D
34576	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34513	1	D	C	B	D	D	C	D	A	C	D	B	A	C	D	C	A	B	D	B	C	B	C
34676	1	D	B	D	A	D	C	B	C	C	D	B	A	B	D	D	A	C	D	B	A	B	B
34354	1	D	C	B	B	D	A	A	B	X	D	B	X	X	C	D	A	A	X	X	A	D	B
34058	1	D	C	B	B	D	A	D	A	X	D	B	X	C	D	X	X	X	X	X	B	B	D
34412	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	D	X	A	D	X	B	B	B
34136	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34503	1	X	C	B	B	D	A	C	A	C	D	B	A	A	X	X	X	B	X	X	X	D	D
34428	1	D	C	B	A	D	A	D	A	C	D	B	A	C	C	C	X	B	D	D	A	B	D
34554	1	D	C	B	B	C	A	C	A	C	D	B	A	C	B	C	A	B	C	B	C	B	D
