ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34250	1	D	C	A	D	D	B	D	A	A	C	C	B	A	D	B	C	C	C	B	C	A	C
34020	1	D	C	X	D	D	B	D	A	A	X	X	B	B	X	A	D	A	C	B	C	A	C
34048	1	D	D	A	D	D	C	D	A	A	D	D	B	A	D	B	C	D	C	B	C	B	C
33988	1	D	X	A	D	D	B	D	X	A	A	C	B	A	X	B	C	C	C	B	C	A	C
34184	1	D	D	D	X	D	B	D	A	X	A	C	B	X	B	B	C	A	D	X	X	A	X
34703	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	B	X
34390	1	D	D	A	D	D	A	D	A	A	A	C	D	A	B	B	C	D	C	B	C	B	D
34353	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	X	A	C
33969	1	D	D	A	D	D	X	D	A	A	D	C	B	X	D	B	C	C	C	B	C	A	C
33982	1	D	C	A	D	D	B	D	A	B	A	C	B	A	C	B	C	C	C	B	C	B	C
34244	1	D	D	B	D	D	B	D	A	A	D	C	B	C	D	B	C	C	C	B	A	B	C
34402	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34425	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34632	1	D	D	A	D	D	C	D	A	A	A	C	B	A	D	B	C	C	C	B	C	B	D
34644	1	D	C	A	D	D	B	D	A	A	A	C	B	A	B	A	C	C	C	B	X	B	X
34551	1	D	D	A	D	D	B	D	A	A	D	X	B	A	D	B	C	C	C	B	C	A	C
34142	1	A	D	A	D	X	X	D	A	A	C	C	X	A	D	A	A	C	C	B	X	A	A
34090	1	D	D	A	D	C	C	D	A	A	A	C	B	A	D	B	C	C	C	B	C	B	C
34355	1	D	D	A	D	D	C	D	A	A	A	D	B	A	D	B	C	X	C	B	C	B	D
34817	1	D	D	A	D	X	X	D	A	A	B	X	B	X	D	C	C	X	C	B	C	A	X
34345	1	D	D	A	A	D	B	D	A	A	X	D	B	A	D	B	X	C	C	B	C	B	D
34177	1	D	D	A	D	D	B	D	A	A	A	X	X	A	D	B	C	C	C	B	C	A	X
34287	1	D	X	A	D	D	C	D	B	A	A	A	X	C	C	A	C	X	C	B	C	A	D
34516	1	B	D	A	D	D	B	D	A	X	A	X	X	X	D	A	C	D	C	B	X	A	X
34849	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	B	C
34657	1	C	D	A	D	D	C	D	A	A	B	C	X	A	D	B	C	A	C	B	C	A	X
34240	1	D	D	A	D	X	B	D	X	A	A	X	X	A	D	B	C	C	C	B	X	B	D
34465	1	D	D	A	D	D	X	D	A	A	D	C	B	C	B	X	C	C	C	B	C	A	C
34101	1	D	D	A	D	X	B	D	A	A	A	X	X	X	X	X	C	X	C	B	C	A	C
34089	1	D	D	A	D	X	B	D	A	A	D	C	B	C	D	B	D	C	C	B	C	B	C
34588	1	D	D	D	D	D	B	D	A	A	A	C	A	A	A	B	C	C	C	B	C	A	C
34755	1	X	D	A	D	X	B	D	A	A	X	C	B	X	D	X	C	X	C	B	A	A	C
34149	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	X	C	B	C	A	C
34254	1	D	C	A	X	X	B	D	A	A	A	C	X	B	D	X	C	C	C	A	C	A	C
34456	1	D	D	X	D	X	C	D	A	A	A	C	B	C	D	A	C	C	C	B	C	A	C
33986	1	D	D	A	D	X	B	D	A	X	D	X	X	A	D	B	C	D	C	B	C	B	X
34374	1	D	D	A	D	D	X	D	A	A	D	C	B	A	D	B	C	C	C	A	C	A	X
34040	1	D	D	A	D	D	D	D	A	D	D	C	B	A	D	B	C	A	C	A	C	B	D
34666	1	D	D	A	D	D	B	D	A	A	D	C	A	A	D	B	C	C	C	B	C	A	X
34083	1	D	D	A	D	X	D	D	A	A	D	A	X	A	D	X	C	X	C	B	C	B	C
34351	1	D	C	A	D	D	B	D	A	B	A	C	B	A	D	B	C	C	C	B	C	A	C
34407	1	X	D	A	D	X	X	D	A	A	A	C	B	A	D	A	C	D	C	B	X	A	C
34276	1	C	D	D	A	D	B	D	D	C	A	C	B	B	B	B	C	D	C	B	C	B	C
33991	1	D	D	A	D	D	B	D	A	A	D	X	A	A	D	B	C	C	C	B	C	B	C
34379	1	D	D	D	D	B	B	D	A	A	B	C	A	B	D	B	C	D	C	B	C	A	C
34156	1	X	D	A	X	D	X	D	D	X	D	C	B	A	D	B	C	C	C	B	C	X	C
34394	1	D	D	A	D	D	B	D	A	A	D	C	X	X	A	B	C	C	C	B	C	A	C
34056	1	C	D	A	D	D	B	D	A	A	A	C	A	A	D	B	C	C	C	B	C	B	C
34527	1	D	D	A	D	D	B	D	A	A	D	B	A	A	D	B	C	C	C	B	C	A	C
34720	1	D	D	A	D	D	C	D	A	A	D	C	B	A	A	B	C	C	C	B	C	A	C
34122	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	D	C	C	C	B	C	A	C
34191	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34652	1	C	D	C	B	D	A	D	B	A	B	B	B	A	C	B	A	D	B	B	C	A	C
34231	1	D	D	B	D	A	C	D	A	A	A	C	D	C	D	B	C	C	C	B	C	A	A
34819	1	D	D	A	D	D	B	D	A	A	X	C	X	A	X	B	C	C	C	B	C	A	X
34826	1	B	D	A	D	D	B	D	A	B	D	C	X	D	D	B	C	X	C	B	C	B	C
34121	1	D	D	A	D	D	B	D	X	A	D	C	B	X	D	B	C	D	C	B	C	A	C
34658	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34648	1	D	C	A	D	D	B	D	A	B	B	C	B	D	B	B	A	C	C	B	C	A	C
34371	1	D	D	A	D	D	D	D	A	A	A	X	X	A	X	B	C	C	B	B	C	A	C
33973	1	D	C	A	C	D	D	D	A	B	D	B	A	D	B	B	C	X	C	A	X	B	C
34158	1	D	D	B	D	D	B	D	A	X	A	C	A	A	D	A	D	C	C	A	C	B	D
34313	1	D	D	A	D	D	X	D	A	A	D	C	B	A	D	B	C	C	C	B	X	A	C
34050	1	X	D	A	D	D	X	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34015	1	D	X	A	D	D	B	D	A	X	X	X	X	X	D	A	C	C	C	B	X	A	X
34397	1	D	D	A	D	D	X	D	A	A	X	C	X	A	B	B	C	C	C	B	A	B	X
34365	1	D	D	A	C	D	C	D	A	A	D	C	B	A	D	B	C	C	C	A	C	B	C
34522	1	D	D	A	D	D	B	D	A	A	D	A	B	A	D	B	D	C	C	B	C	A	C
33999	1	D	D	A	D	D	B	D	B	X	D	C	X	A	D	B	C	C	C	B	C	B	C
