Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,onlineID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,32264,wb1591039534GLKHD8g6U6RECs14RWY39Mc7UKkGVm,19,A,16,29,3,3,14,19,3,3,10,10,0,0,11,12,2,1,7,7,1,2,,,,,,,,,,,,,,,,
,,32519,wb1591654539zEIhKOeLCpl15QW15dsSZ7wkYGPrTo,19,A,16,29,3,3,14,19,3,3,10,10,0,0,11,12,2,1,7,7,1,2,,,,,,,,,,,,,,,,
,,32382,wb1591283094B43zHWLf047dyBA1ImOIogWgGTgezN,19,A,15,28,7,0,14,19,6,0,9,9,1,0,11,12,3,0,6,7,3,0,,,,,,,,,,,,,,,,
,,33020,wb1594650681kB18x0oIm306ZX1NOcEFSecwxLrElz,19,A,13,24,6,5,12,16,4,5,7,8,2,0,9,9,1,5,6,7,3,0,,,,,,,,,,,,,,,,
,,33727,wb1594140359U6Mn6FQVWFxMLCwIz8NB4CUkvjbVVZ,19,A,11,23,12,0,8,14,11,0,9,9,1,0,10,11,4,0,1,3,7,0,,,,,,,,,,,,,,,,
,,32447,wb1591458302bFtYRDFwbcyr8IUtPlCrFLrpOfp56Z,19,A,19,34,0,1,19,24,0,1,10,10,0,0,15,15,0,0,9,9,0,1,,,,,,,,,,,,,,,,
,,32391,wb1591343201WXxAHN9mznd2qY5QnT8RVlq10CskjJ,19,A,13,26,9,0,10,16,9,0,10,10,0,0,7,9,6,0,6,7,3,0,,,,,,,,,,,,,,,,
,,32612,wb1592151415SAqAqPxhSKTJ0WMJTzrD3id24Ky3h3,19,A,18,32,3,0,17,22,3,0,10,10,0,0,12,13,2,0,9,9,1,0,,,,,,,,,,,,,,,,
,,32403,wb1591358675ENSen65khcs3v79RGCbl4m1YW2saJS,19,A,14,27,6,2,12,17,6,2,10,10,0,0,8,9,4,2,7,8,2,0,,,,,,,,,,,,,,,,
,,32478,wb1591556086AeRoxU6PibzbEmvVZOYtmBJNsIeZ1V,19,A,20,35,0,0,20,25,0,0,10,10,0,0,15,15,0,0,10,10,0,0,,,,,,,,,,,,,,,,
,,32830,wb15935266658rc1wLqoSrFbplStaMzGBG7YxJKpCx,19,A,18,33,2,0,18,23,2,0,10,10,0,0,12,13,2,0,10,10,0,0,,,,,,,,,,,,,,,,
,,32389,wb1591341663FIwrVFugjH45jKJ1bqcuQgpg1wFYWm,19,A,16,30,5,0,15,20,5,0,10,10,0,0,10,11,4,0,9,9,1,0,,,,,,,,,,,,,,,,
,,33714,wb1593601443LwwIccOkKuLFOvrwt2fZyO1Yo8aNXK,19,A,15,28,7,0,13,18,7,0,10,10,0,0,7,9,6,0,9,9,1,0,,,,,,,,,,,,,,,,
