ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
33695	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	X	C	B	C	A	D	A	C	B	B	B
32216	1	C	B	A	B	D	B	D	B	D	C	A	A	C	B	A	D	D	C	A	D	D	C	C	B	B	B	B	C	A	D	C	C	B	B	B
33616	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	B	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	D
32336	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	X	C	A	C	A	X	B	D	C	X	B	C	B	C	A	D	C	C	B	X	C
33561	1	D	B	D	B	D	D	C	B	D	C	A	C	B	B	B	B	B	B	A	C	B	D	D	B	A	C	B	D	A	A	B	C	B	B	C
32606	1	C	B	A	C	D	X	D	B	D	C	A	B	X	B	B	C	D	C	A	X	B	X	X	B	B	C	D	A	A	C	A	C	C	D	D
33847	1	X	B	A	D	D	B	X	B	D	C	A	X	B	B	B	C	X	C	D	C	D	D	X	X	X	C	A	C	D	X	B	C	B	B	B
33757	1	C	B	A	B	D	B	D	B	D	C	C	A	A	B	A	C	D	C	A	D	D	C	C	B	X	C	X	C	D	D	A	B	X	C	B
32593	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	D	C	B	B	A	A	B	C	B	B	B
32435	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	D	D	A	D	D	C	C	B	B	C	B	X	A	D	A	C	B	B	B
32659	1	A	B	A	B	D	B	D	B	D	C	A	X	X	X	A	C	D	C	A	D	D	D	C	B	D	C	B	C	A	D	C	C	B	B	B
32450	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	C	C	A	D	A	C	B	B	B
33024	1	C	B	A	B	D	A	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	D	C	B	B	C	B	C	A	D	A	C	B	B	B
32808	1	C	B	A	B	D	B	D	B	D	C	C	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
33719	1	C	B	A	B	D	B	D	B	D	C	D	X	X	B	A	C	D	C	A	C	D	D	C	B	B	X	B	C	A	X	B	C	X	B	X
33084	1	C	B	A	B	D	B	C	B	D	C	A	B	X	B	A	C	B	C	A	B	B	D	X	B	B	C	B	C	A	D	A	D	B	B	B
32434	1	C	B	A	B	D	B	D	B	D	C	A	B	A	C	A	C	D	C	A	D	D	D	C	D	B	C	B	C	A	A	B	C	C	B	B
32647	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	X	D	A	X	C	X	C	B	A	C	X	X	A	D	C	C	X	C	B
32589	1	C	B	A	B	D	X	D	B	D	C	A	B	A	B	A	C	D	C	X	C	D	D	X	B	X	C	B	A	D	B	C	D	C	A	B
32260	1	C	B	A	C	D	C	A	B	D	C	C	B	X	B	A	C	D	C	A	D	B	D	D	B	D	C	C	B	A	D	A	C	B	B	B
33584	1	C	B	A	B	D	B	B	A	D	C	A	X	C	B	C	C	D	A	A	D	A	C	A	C	B	C	A	C	C	D	A	C	A	B	C
33116	1	C	B	A	A	D	D	D	B	D	C	A	D	A	D	B	C	D	C	A	A	D	D	C	B	B	B	B	C	A	D	A	C	B	C	D
32913	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
32829	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
32664	1	C	B	A	B	D	B	C	B	D	C	D	B	A	B	A	C	C	C	A	D	B	C	C	B	B	C	B	C	C	D	C	C	B	B	B
32285	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	C	D	C	B	X	C	B	C	A	D	A	C	B	B	B
32400	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	X	D	D	X	B	B	C	B	C	A	D	A	C	B	B	B
32743	1	C	B	A	D	D	B	D	B	D	C	A	A	A	B	B	C	A	C	A	D	B	D	D	B	X	C	B	B	A	D	B	C	B	B	B
33507	1	C	B	A	B	D	B	D	B	D	C	A	C	X	B	A	C	D	C	A	D	D	C	X	X	B	C	B	A	A	D	A	C	B	C	B
33054	1	X	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	X	C	A	D	B	D	X	B	B	C	B	C	A	D	A	X	C	A	C
32392	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	D	A	D	D	C	C	B	B	C	A	C	A	D	A	C	B	B	B
33303	1	C	B	A	B	D	B	D	B	D	C	X	X	X	D	A	C	D	X	A	D	D	C	X	B	B	X	B	C	A	D	A	C	B	B	B
32220	1	C	B	A	A	D	B	C	C	B	C	A	D	X	B	A	C	D	C	A	A	A	C	X	B	D	C	B	A	A	A	B	A	B	B	C
32883	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	C	D	C	B	B	D	C	B	C	A	D	A	C	C	B	B
33269	1	C	B	A	B	D	B	D	B	D	C	D	B	C	X	B	C	D	C	A	C	D	X	C	B	B	D	B	C	A	A	B	C	B	A	B
32531	1	C	B	A	B	D	B	D	B	D	C	A	B	X	D	A	C	D	D	A	X	C	D	X	B	B	B	B	C	A	D	B	C	B	B	B
32354	1	D	B	D	B	D	C	D	B	D	C	A	A	B	B	A	C	B	D	C	D	A	C	C	B	D	D	B	C	D	A	B	C	C	D	B
32495	1	C	D	B	B	B	D	A	X	C	B	C	X	C	D	D	D	C	B	A	D	B	C	A	C	D	A	A	D	B	A	B	D	A	B	D
32361	1	C	B	A	B	D	C	D	B	D	C	A	B	X	B	A	C	D	C	A	D	B	B	C	X	B	C	A	C	C	D	D	C	C	C	B
33288	1	B	B	A	B	D	B	D	B	D	D	B	B	A	A	B	C	B	C	A	B	B	C	C	D	B	C	A	C	D	D	A	C	A	B	A
33540	1	C	B	A	B	A	A	C	B	X	C	C	A	C	D	A	C	C	A	X	X	B	X	X	C	X	C	B	C	A	C	D	B	X	B	B
32490	1	C	B	A	D	D	B	D	B	D	C	A	A	X	D	D	C	D	C	A	X	A	X	C	X	B	C	B	A	A	D	B	C	B	B	B
33074	1	C	B	D	B	D	B	D	B	D	C	C	B	X	D	B	C	D	A	A	C	C	C	C	B	B	C	D	B	A	D	A	C	C	B	B
33448	1	D	B	A	C	C	D	B	B	C	D	B	C	A	C	C	B	C	A	D	A	C	D	C	D	C	D	A	C	B	B	B	A	B	C	D
