feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep
19in99064	1	1	19	3	3	14	>=14	10	0	0	10	>=9	9	3	3	8	8-11
19in72867	1	0	14	7	4	9	<10	6	3	1	5	<7	8	4	3	7	<8
19in77005	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in15165	1	1	17	4	4	13	10-13	9	0	1	9	>=9	8	4	3	7	<8
19in48951	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19in77113	1	1	19	3	3	14	>=14	8	1	1	8	7-8	11	2	2	10	8-11
19in36332	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19in92734	1	1	23	1	1	18	>=14	9	1	0	9	>=9	14	0	1	14	>=12
19in26726	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in45731	1	1	15	7	3	10	10-13	8	1	1	8	7-8	7	6	2	5	<8
19in84603	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in34338	1	1	16	6	3	11	10-13	9	1	0	9	>=9	7	5	3	5	<8
19in48517	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in42182	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in64761	1	1	20	4	1	15	>=14	9	1	0	9	>=9	11	3	1	10	8-11
19in59442	1	0	15	10	0	9	<10	7	3	0	6	<7	8	7	0	6	<8
19in18895	1	1	17	8	0	11	10-13	6	4	0	5	<7	11	4	0	10	8-11
19in67581	1	1	17	8	0	11	10-13	8	2	0	7	7-8	9	6	0	7	<8
19in94980	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in17422	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in48676	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in75982	1	1	22	1	2	17	>=14	9	1	0	9	>=9	13	0	2	13	>=12
19in74809	1	1	17	8	0	11	10-13	9	1	0	9	>=9	8	7	0	6	<8
19in53348	1	1	22	0	3	18	>=14	10	0	0	10	>=9	12	0	3	12	>=12
19in31227	1	1	16	6	3	11	10-13	8	1	1	8	7-8	8	5	2	6	<8
19in83446	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in95154	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in80035	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19in49503	1	1	16	6	3	11	10-13	6	4	0	5	<7	10	2	3	9	8-11
19in56399	1	1	19	3	3	14	>=14	10	0	0	10	>=9	9	3	3	8	8-11
19in91984	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in85277	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in83727	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in70747	1	1	18	5	2	13	10-13	9	1	0	9	>=9	9	4	2	8	8-11
19in84983	1	0	0	0	25	0	<10	0	0	10	0	<7	0	0	15	0	<8
19in17866	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in57759	1	1	22	3	0	17	>=14	9	1	0	9	>=9	13	2	0	12	>=12
19in25825	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in76136	1	1	16	3	6	12	10-13	8	2	0	7	7-8	8	1	6	8	8-11
19in54619	1	1	21	3	1	16	>=14	10	0	0	10	>=9	11	3	1	10	8-11
19in22041	1	1	24	0	1	19	>=14	10	0	0	10	>=9	14	0	1	14	>=12
19in20894	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in46382	1	1	17	2	6	13	10-13	9	0	1	9	>=9	8	2	5	7	<8
19in48005	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in74610	1	1	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12
19in63628	1	1	20	0	5	16	>=14	10	0	0	10	>=9	10	0	5	10	8-11
19in14966	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19in81208	1	1	18	3	4	14	>=14	9	1	0	9	>=9	9	2	4	8	8-11
19in82282	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in44812	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in41371	1	1	18	4	3	13	10-13	9	1	0	9	>=9	9	3	3	8	8-11
19in78337	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in25145	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in43622	1	1	18	6	1	13	10-13	9	1	0	9	>=9	9	5	1	7	<8
19in95866	1	1	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12
19in97579	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in83038	1	1	23	1	1	18	>=14	9	1	0	9	>=9	14	0	1	14	>=12
19in54443	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in93602	1	0	9	11	5	4	<10	5	4	1	4	<7	4	7	4	2	<8
19in76522	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in63014	1	1	17	6	2	12	10-13	10	0	0	10	>=9	7	6	2	5	<8
19in69630	1	1	18	7	0	13	10-13	9	1	0	9	>=9	9	6	0	7	<8
19in35367	1	1	19	3	3	14	>=14	10	0	0	10	>=9	9	3	3	8	8-11
19in82995	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in36758	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in12301	1	1	21	0	4	17	>=14	10	0	0	10	>=9	11	0	4	11	8-11
19in42972	1	1	20	0	5	16	>=14	10	0	0	10	>=9	10	0	5	10	8-11
19in38445	1	0	14	9	2	9	<10	9	1	0	9	>=9	5	8	2	2	<8
19in34203	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in27663	1	1	20	1	4	16	>=14	8	1	1	8	7-8	12	0	3	12	>=12
19in58052	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in91329	1	1	20	4	1	15	>=14	9	1	0	9	>=9	11	3	1	10	8-11
19in54046	1	1	16	2	7	12	10-13	10	0	0	10	>=9	6	2	7	5	<8
19in30767	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in63935	1	0	13	12	0	7	<10	9	1	0	9	>=9	4	11	0	0	<8
19in27651	1	0	15	10	0	9	<10	7	3	0	6	<7	8	7	0	6	<8
19in50317	1	1	18	6	1	13	10-13	9	1	0	9	>=9	9	5	1	7	<8
19in69052	1	1	18	7	0	13	10-13	10	0	0	10	>=9	8	7	0	6	<8
19in20135	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in58279	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in33455	1	1	15	4	6	11	10-13	8	2	0	7	7-8	7	2	6	6	<8
19in83008	1	1	20	5	0	15	>=14	8	2	0	7	7-8	12	3	0	11	8-11
19in64215	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in85524	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in10011	1	1	21	3	1	16	>=14	10	0	0	10	>=9	11	3	1	10	8-11
19in33762	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in38110	1	1	15	6	4	10	10-13	9	1	0	9	>=9	6	5	4	4	<8
19in13132	1	1	21	1	3	17	>=14	9	0	1	9	>=9	12	1	2	12	>=12
19in91969	1	1	19	6	0	14	>=14	10	0	0	10	>=9	9	6	0	7	<8
19in72512	1	0	12	7	6	8	<10	9	0	1	9	>=9	3	7	5	1	<8
19in84539	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in53755	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19in74607	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in32568	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in60906	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in78742	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in54192	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in36686	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in25046	1	1	15	8	2	10	10-13	8	2	0	7	7-8	7	6	2	5	<8
19in30638	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in89204	1	1	18	7	0	13	10-13	9	1	0	9	>=9	9	6	0	7	<8
19in82657	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in90532	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19in97475	1	1	21	3	1	16	>=14	10	0	0	10	>=9	11	3	1	10	8-11
19in37812	1	0	8	17	0	2	<10	4	6	0	2	<7	4	11	0	0	<8
19in11041	1	1	20	5	0	15	>=14	9	1	0	9	>=9	11	4	0	10	8-11
19in92411	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in48637	1	1	20	5	0	15	>=14	10	0	0	10	>=9	10	5	0	8	8-11
19in19152	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in83880	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in93089	1	1	21	3	1	16	>=14	9	1	0	9	>=9	12	2	1	11	8-11
19in75174	1	1	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11
19in11442	1	1	24	1	0	19	>=14	9	1	0	9	>=9	15	0	0	15	>=12
19in69381	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in40541	1	1	21	2	2	16	>=14	10	0	0	10	>=9	11	2	2	10	8-11
19in71009	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in57507	1	1	17	8	0	11	10-13	8	2	0	7	7-8	9	6	0	7	<8
19in73186	1	1	22	1	2	17	>=14	9	1	0	9	>=9	13	0	2	13	>=12
19in10583	1	1	21	2	2	16	>=14	10	0	0	10	>=9	11	2	2	10	8-11
19in96292	1	1	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12
19in72829	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in73568	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19in66761	1	1	24	0	1	19	>=14	10	0	0	10	>=9	14	0	1	14	>=12
19in47140	1	1	20	5	0	15	>=14	10	0	0	10	>=9	10	5	0	8	8-11
19in80715	1	1	21	3	1	16	>=14	9	1	0	9	>=9	12	2	1	11	8-11
19in41208	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in94882	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in42440	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in40807	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in75222	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in77992	1	1	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12
19in53698	1	1	20	3	2	15	>=14	9	0	1	9	>=9	11	3	1	10	8-11
19in89618	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in33008	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in22187	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in49513	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19in32723	1	1	20	5	0	15	>=14	9	1	0	9	>=9	11	4	0	10	8-11
19in25445	1	1	17	8	0	11	10-13	9	1	0	9	>=9	8	7	0	6	<8
19in87678	1	1	16	2	7	12	10-13	9	1	0	9	>=9	7	1	7	7	<8
19in75636	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in45675	1	1	16	1	8	13	10-13	8	1	1	8	7-8	8	0	7	8	8-11
19in77961	1	1	20	0	5	16	>=14	9	0	1	9	>=9	11	0	4	11	8-11
19in44581	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in19096	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in21031	1	1	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11
19in50158	1	1	17	5	3	12	10-13	10	0	0	10	>=9	7	5	3	5	<8
19in35882	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in19338	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in17182	1	1	18	5	2	13	10-13	10	0	0	10	>=9	8	5	2	6	<8
19in53076	1	1	18	5	2	13	10-13	9	1	0	9	>=9	9	4	2	8	8-11
19in52084	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in20672	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in87909	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in56315	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in40758	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in71950	1	1	15	2	8	11	10-13	8	1	1	8	7-8	7	1	7	7	<8
19in86819	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in12770	1	1	15	7	3	10	10-13	10	0	0	10	>=9	5	7	3	3	<8
19in64966	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in46527	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in16609	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in35389	1	1	17	2	6	13	10-13	10	0	0	10	>=9	7	2	6	6	<8
19in72348	1	1	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12
19in28674	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in71223	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in40662	1	1	21	1	3	17	>=14	10	0	0	10	>=9	11	1	3	11	8-11
19in58553	1	1	18	4	3	13	10-13	9	1	0	9	>=9	9	3	3	8	8-11
19in11758	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19in21699	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in64571	1	1	22	3	0	17	>=14	9	1	0	9	>=9	13	2	0	12	>=12
19in16632	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in32808	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in86030	1	1	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11
19in86540	1	1	20	5	0	15	>=14	9	1	0	9	>=9	11	4	0	10	8-11
19in99693	1	1	18	6	1	13	10-13	9	1	0	9	>=9	9	5	1	7	<8
19in65311	1	1	20	5	0	15	>=14	10	0	0	10	>=9	10	5	0	8	8-11
19in42394	1	0	14	11	0	8	<10	9	1	0	9	>=9	5	10	0	2	<8
19in42790	1	1	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11
19in25056	1	1	15	5	5	11	10-13	6	3	1	5	<7	9	2	4	8	8-11
19in59815	1	1	19	4	2	14	>=14	9	1	0	9	>=9	10	3	2	9	8-11
19in70474	1	1	19	1	5	15	>=14	10	0	0	10	>=9	9	1	5	9	8-11
19in88527	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in66411	1	1	19	6	0	14	>=14	9	1	0	9	>=9	10	5	0	8	8-11
19in39034	1	0	14	11	0	8	<10	7	3	0	6	<7	7	8	0	4	<8
19in76429	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in55156	1	1	17	4	4	13	10-13	10	0	0	10	>=9	7	4	4	6	<8
19in51757	1	1	17	3	5	13	10-13	9	0	1	9	>=9	8	3	4	7	<8
19in72692	1	1	19	3	3	14	>=14	8	2	0	7	7-8	11	1	3	11	8-11
19in87514	1	1	18	6	1	13	10-13	9	1	0	9	>=9	9	5	1	7	<8
19in75300	1	1	20	1	4	16	>=14	9	1	0	9	>=9	11	0	4	11	8-11
19in33832	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in82670	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in90385	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in46843	1	0	13	5	7	9	<10	9	0	1	9	>=9	4	5	6	2	<8
19in40866	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in61894	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in21392	1	1	15	7	3	10	10-13	9	1	0	9	>=9	6	6	3	4	<8
19in75169	1	0	13	12	0	7	<10	9	1	0	9	>=9	4	11	0	0	<8
19in85375	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in37230	1	1	22	1	2	17	>=14	9	0	1	9	>=9	13	1	1	13	>=12
19in90194	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in26900	1	1	21	3	1	16	>=14	8	2	0	7	7-8	13	1	1	13	>=12
19in86106	1	1	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11
19in77000	1	1	16	6	3	11	10-13	8	1	1	8	7-8	8	5	2	6	<8
19in28231	1	1	19	2	4	15	>=14	10	0	0	10	>=9	9	2	4	8	8-11
19in71577	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in74698	1	1	20	5	0	15	>=14	8	2	0	7	7-8	12	3	0	11	8-11
19in84832	1	1	23	0	2	18	>=14	10	0	0	10	>=9	13	0	2	13	>=12
19in66290	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in27089	1	0	10	11	4	5	<10	6	4	0	5	<7	4	7	4	2	<8
19in41232	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in65932	1	1	22	3	0	17	>=14	9	1	0	9	>=9	13	2	0	12	>=12
19in50989	1	1	19	4	2	14	>=14	10	0	0	10	>=9	9	4	2	8	8-11
19in11459	1	1	18	1	6	14	>=14	9	0	1	9	>=9	9	1	5	9	8-11
19in26823	1	0	13	11	1	7	<10	8	2	0	7	7-8	5	9	1	2	<8
19in32894	1	1	18	7	0	13	10-13	10	0	0	10	>=9	8	7	0	6	<8
19in60962	1	1	24	1	0	19	>=14	9	1	0	9	>=9	15	0	0	15	>=12
19in45073	1	1	20	3	2	15	>=14	9	1	0	9	>=9	11	2	2	10	8-11
19in16946	1	1	21	0	4	17	>=14	10	0	0	10	>=9	11	0	4	11	8-11
19in18969	1	1	15	6	4	10	10-13	9	1	0	9	>=9	6	5	4	4	<8
19in36912	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in26102	1	1	16	9	0	10	10-13	10	0	0	10	>=9	6	9	0	3	<8
19in25806	1	1	20	2	3	15	>=14	8	1	1	8	7-8	12	1	2	12	>=12
19in75464	1	1	22	1	2	17	>=14	9	0	1	9	>=9	13	1	1	13	>=12
19in10098	1	1	15	7	3	10	10-13	10	0	0	10	>=9	5	7	3	3	<8
19in76868	1	1	18	3	4	14	>=14	9	1	0	9	>=9	9	2	4	8	8-11
19in90474	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in26341	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in26492	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in96273	1	1	20	3	2	15	>=14	9	1	0	9	>=9	11	2	2	10	8-11
19in21177	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in42520	1	1	17	8	0	11	10-13	8	2	0	7	7-8	9	6	0	7	<8
19in24287	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in72281	1	1	21	0	4	17	>=14	10	0	0	10	>=9	11	0	4	11	8-11
19in18749	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in63871	1	1	24	1	0	19	>=14	9	1	0	9	>=9	15	0	0	15	>=12
19in59595	1	1	18	7	0	13	10-13	9	1	0	9	>=9	9	6	0	7	<8
19in78217	1	1	17	7	1	12	10-13	9	1	0	9	>=9	8	6	1	6	<8
19in80943	1	1	20	5	0	15	>=14	10	0	0	10	>=9	10	5	0	8	8-11
19in98134	1	1	15	8	2	10	10-13	8	1	1	8	7-8	7	7	1	5	<8
19in33028	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in19652	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in28873	1	1	21	3	1	16	>=14	10	0	0	10	>=9	11	3	1	10	8-11
19in62969	1	1	18	7	0	13	10-13	10	0	0	10	>=9	8	7	0	6	<8
19in71030	1	1	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11
19in57624	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in18326	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in18719	1	1	16	9	0	10	10-13	9	1	0	9	>=9	7	8	0	4	<8
19in12593	1	0	13	10	2	8	<10	7	2	1	6	<7	6	8	1	3	<8
19in13714	1	0	10	15	0	4	<10	6	4	0	5	<7	4	11	0	0	<8
19in38925	1	0	8	17	0	2	<10	5	5	0	3	<7	3	12	0	0	<8
19in33904	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in89374	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in74840	1	1	20	5	0	15	>=14	8	2	0	7	7-8	12	3	0	11	8-11
19in27749	1	1	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12
19in38924	1	1	18	4	3	13	10-13	9	1	0	9	>=9	9	3	3	8	8-11
19in10939	1	1	19	2	4	15	>=14	10	0	0	10	>=9	9	2	4	8	8-11
19in94146	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in99110	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in66420	1	0	13	8	4	8	<10	10	0	0	10	>=9	3	8	4	0	<8
19in63275	1	1	18	4	3	13	10-13	9	1	0	9	>=9	9	3	3	8	8-11
19in44426	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in16087	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in80866	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in18571	1	1	20	5	0	15	>=14	9	1	0	9	>=9	11	4	0	10	8-11
19in15898	1	1	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11
19in61490	1	1	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12
19in54972	1	1	17	8	0	11	10-13	10	0	0	10	>=9	7	8	0	4	<8
19in88123	1	1	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12
19in58480	1	1	19	3	3	14	>=14	10	0	0	10	>=9	9	3	3	8	8-11
19in46732	1	0	14	8	3	9	<10	7	2	1	6	<7	7	6	2	5	<8
19in60066	1	1	21	4	0	16	>=14	9	1	0	9	>=9	12	3	0	11	8-11
19in50504	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in36024	1	1	23	2	0	18	>=14	9	1	0	9	>=9	14	1	0	14	>=12
19in38439	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in50578	1	1	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12
19in27869	1	1	17	8	0	11	10-13	8	2	0	7	7-8	9	6	0	7	<8
19in55686	1	1	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11
19in86255	1	1	18	7	0	13	10-13	7	3	0	6	<7	11	4	0	10	8-11
19in27752	1	1	20	3	2	15	>=14	10	0	0	10	>=9	10	3	2	9	8-11
19in26804	1	1	17	3	5	13	10-13	10	0	0	10	>=9	7	3	5	6	<8
19in30141	1	1	18	3	4	14	>=14	10	0	0	10	>=9	8	3	4	7	<8
19in35876	1	1	16	4	5	12	10-13	9	1	0	9	>=9	7	3	5	6	<8
19in89542	1	1	16	9	0	10	10-13	8	2	0	7	7-8	8	7	0	6	<8
19in13807	1	1	18	4	3	13	10-13	10	0	0	10	>=9	8	4	3	7	<8
19in15399	1	0	9	16	0	3	<10	6	4	0	5	<7	3	12	0	0	<8
19in65852	1	1	20	2	3	15	>=14	10	0	0	10	>=9	10	2	3	9	8-11
19in58651	1	1	18	5	2	13	10-13	8	2	0	7	7-8	10	3	2	9	8-11
19in77697	1	1	24	1	0	19	>=14	9	1	0	9	>=9	15	0	0	15	>=12
19in82009	1	0	5	20	0	0	<10	1	9	0	0	<7	4	11	0	0	<8
19in85563	1	1	20	5	0	15	>=14	9	1	0	9	>=9	11	4	0	10	8-11
19in43127	1	1	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12
19in97010	1	1	18	2	5	14	>=14	9	0	1	9	>=9	9	2	4	8	8-11
