feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	totaal_geen_correctieJuist	totaal_geen_correctieFout	totaal_geen_correctieBlanco	totaal_geen_correctieScore	totaal_geen_correctieGroep	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	wiskundeGroep	wiskunde_geen_correctieJuist	wiskunde_geen_correctieFout	wiskunde_geen_correctieBlanco	wiskunde_geen_correctieScore	wiskunde_geen_correctieGroep	fysicaJuist	fysicaFout	fysicaBlanco	fysicaScore	fysicaGroep	fysica_geen_correctieJuist	fysica_geen_correctieFout	fysica_geen_correctieBlanco	fysica_geen_correctieScore	fysica_geen_correctieGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep	chemie_geen_correctieJuist	chemie_geen_correctieFout	chemie_geen_correctieBlanco	chemie_geen_correctieScore	chemie_geen_correctieGroep	verwerkingsstrategieenScore	stuurloosleergedragScore	zelfcontroleScore	uitstelScore	nieuwsgierigheidScore	testangstScore	emotionelecontroleScore	samenwerkingScore	extraversieScore
17dw72517	1	0	12	15	0	5	5-9	13	17	0	5	5-9	3	6	0	1	<3	4	6	0	2	<3	4	5	0	3	3-4	4	6	0	2	<3	5	4	0	4	3-4	5	5	0	3	3-4	11	7	11	9	14	10	15	14	16
17dw51197	1	0	10	11	6	5	5-9	11	12	7	5	5-9	5	3	1	4	3-4	5	4	1	4	3-4	4	4	1	3	3-4	4	4	2	3	3-4	1	4	4	0	<3	2	4	4	1	<3	17	7	11	5	15	12	15	11	14
17dw25207	1	0	12	15	0	5	5-9	13	17	0	5	5-9	3	6	0	1	<3	4	6	0	2	<3	4	5	0	3	3-4	4	6	0	2	<3	5	4	0	4	3-4	5	5	0	3	3-4	18	6	16	4	16	8	16	16	15
17dw57041	1	0	13	10	4	7	5-9	13	13	4	6	5-9	2	4	3	1	<3	2	5	3	0	<3	6	2	1	6	>=5	6	3	1	5	>=5	5	4	0	4	3-4	5	5	0	3	3-4	16	8	12	8	13	14	13	15	14
17dw89895	1	0	14	13	0	7	5-9	15	15	0	7	5-9	3	6	0	1	<3	4	6	0	2	<3	4	5	0	3	3-4	4	6	0	2	<3	7	2	0	7	>=5	7	3	0	6	>=5	15	6	12	6	15	9	15	15	15
17dw53938	1	0	10	12	5	4	<5	11	13	6	4	<5	4	3	2	3	3-4	4	4	2	3	3-4	2	6	1	0	<3	2	6	2	0	<3	4	3	2	3	3-4	5	3	2	4	3-4	0	0	0	0	0	0	0	0	0
17dw11406	1	0	8	12	7	3	<5	9	14	7	3	<5	1	7	1	0	<3	1	8	1	0	<3	4	3	2	3	3-4	5	3	2	4	3-4	3	2	4	3	3-4	3	3	4	2	<3	14	6	13	7	15	11	17	15	15
17dw87393	1	0	12	11	4	6	5-9	12	13	5	5	5-9	0	6	3	0	<3	0	7	3	0	<3	5	3	1	4	3-4	5	3	2	4	3-4	7	2	0	7	>=5	7	3	0	6	>=5	16	10	12	6	19	16	15	14	16
17dw97543	1	0	14	10	3	8	5-9	16	11	3	8	5-9	5	2	2	5	>=5	6	2	2	5	>=5	4	5	0	3	3-4	4	6	0	2	<3	5	3	1	4	3-4	6	3	1	5	>=5	17	5	15	5	14	9	17	13	14
17dw70071	1	0	12	6	9	7	5-9	13	7	10	7	5-9	7	0	2	8	>=5	8	0	2	8	>=5	1	3	5	0	<3	1	4	5	0	<3	4	3	2	3	3-4	4	3	3	3	3-4	15	7	13	6	16	12	15	15	15
17dw54297	1	0	11	12	4	5	5-9	11	15	4	4	<5	4	3	2	3	3-4	4	4	2	3	3-4	4	4	1	3	3-4	4	5	1	2	<3	3	5	1	1	<3	3	6	1	1	<3	16	9	13	5	12	10	11	13	14
17dw45204	1	0	12	9	6	7	5-9	13	11	6	6	5-9	2	5	2	0	<3	3	5	2	1	<3	4	3	2	3	3-4	4	4	2	3	3-4	6	1	2	6	>=5	6	2	2	5	>=5	14	13	10	9	15	16	13	12	15
17dw88829	1	1	16	7	4	10	>=10	18	8	4	10	>=10	7	1	1	7	>=5	8	1	1	8	>=5	5	2	2	5	>=5	5	3	2	4	3-4	4	4	1	3	3-4	5	4	1	4	3-4	17	6	13	6	13	10	12	13	12
17dw21788	1	0	10	17	0	3	<5	11	19	0	3	<5	2	7	0	0	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	5	4	0	4	3-4	5	5	0	3	3-4	17	10	17	6	18	9	13	10	13
17dw36589	1	0	8	16	3	2	<5	8	19	3	1	<5	2	5	2	0	<3	2	6	2	0	<3	4	4	1	3	3-4	4	5	1	2	<3	2	7	0	0	<3	2	8	0	0	<3	13	12	7	11	15	16	13	11	15
17dw81677	1	1	21	6	0	14	>=10	22	8	0	13	>=10	9	0	0	10	>=5	10	0	0	10	>=5	5	4	0	4	3-4	5	5	0	3	3-4	7	2	0	7	>=5	7	3	0	6	>=5	12	17	10	9	12	10	15	11	8
17dw80959	1	0	13	14	0	6	5-9	13	17	0	5	5-9	4	5	0	3	3-4	4	6	0	2	<3	4	5	0	3	3-4	4	6	0	2	<3	5	4	0	4	3-4	5	5	0	3	3-4	14	4	12	9	12	8	16	14	11
17dw40653	1	0	8	10	9	3	<5	9	11	10	4	<5	1	4	4	0	<3	2	4	4	1	<3	3	4	2	2	<3	3	5	2	1	<3	4	2	3	4	3-4	4	2	4	3	3-4	16	6	17	7	17	17	12	18	13
17dw24927	1	0	7	14	6	2	<5	7	16	7	1	<5	0	5	4	0	<3	0	6	4	0	<3	2	7	0	0	<3	2	7	1	0	<3	5	2	2	5	>=5	5	3	2	4	3-4	15	5	15	5	13	8	17	10	14
17dw43059	1	0	10	14	3	4	<5	11	16	3	4	<5	2	6	1	0	<3	3	6	1	1	<3	4	4	1	3	3-4	4	5	1	2	<3	4	4	1	3	3-4	4	5	1	2	<3	15	8	13	5	11	12	13	12	15
17dw89627	1	0	4	9	14	1	<5	4	9	17	1	<5	0	4	5	0	<3	0	4	6	0	<3	1	0	8	1	<3	1	0	9	1	<3	3	5	1	1	<3	3	5	2	1	<3	16	6	14	7	15	11	17	12	14
17dw92422	1	1	21	6	0	14	>=10	22	8	0	13	>=10	6	3	0	6	>=5	6	4	0	5	>=5	6	3	0	6	>=5	7	3	0	6	>=5	9	0	0	10	>=5	9	1	0	9	>=5	16	5	13	6	14	9	13	9	13
17dw40899	1	1	20	6	1	13	>=10	21	8	1	12	>=10	6	2	1	6	>=5	7	2	1	6	>=5	7	2	0	7	>=5	7	3	0	6	>=5	7	2	0	7	>=5	7	3	0	6	>=5	15	9	11	14	12	6	16	16	15
17dw49832	1	0	5	20	2	0	<5	6	22	2	0	<5	3	6	0	1	<3	4	6	0	2	<3	1	8	0	0	<3	1	9	0	0	<3	1	6	2	0	<3	1	7	2	0	<3	14	7	12	5	13	16	15	16	13
17dw43052	1	1	16	8	3	10	>=10	16	11	3	8	5-9	4	3	2	3	3-4	4	4	2	3	3-4	6	3	0	6	>=5	6	4	0	5	>=5	6	2	1	6	>=5	6	3	1	5	>=5	15	8	14	6	15	5	18	12	14
17dw68293	1	0	5	8	14	2	<5	5	9	16	1	<5	2	4	3	1	<3	2	5	3	0	<3	3	3	3	2	<3	3	3	4	2	<3	0	1	8	0	<3	0	1	9	0	<3	17	7	15	7	15	11	13	15	14
17dw67212	1	0	5	9	13	1	<5	6	9	15	2	<5	2	2	5	1	<3	2	2	6	1	<3	2	2	5	1	<3	2	2	6	1	<3	1	5	3	0	<3	2	5	3	0	<3	15	7	12	6	13	9	15	9	10
17dw25996	1	0	7	16	4	1	<5	8	18	4	1	<5	2	5	2	0	<3	2	6	2	0	<3	2	6	1	0	<3	3	6	1	1	<3	3	5	1	1	<3	3	6	1	1	<3	15	11	12	7	13	12	13	13	15
17dw94478	1	0	6	20	1	0	<5	6	23	1	0	<5	1	7	1	0	<3	1	8	1	0	<3	3	6	0	1	<3	3	7	0	1	<3	2	7	0	0	<3	2	8	0	0	<3	16	5	14	7	17	15	12	7	13
17dw99721	1	0	8	17	2	2	<5	8	19	3	1	<5	3	5	1	1	<3	3	5	2	1	<3	2	7	0	0	<3	2	8	0	0	<3	3	5	1	1	<3	3	6	1	1	<3	12	9	10	8	14	10	13	14	13
17dw63809	1	0	6	12	9	1	<5	6	13	11	1	<5	0	5	4	0	<3	0	5	5	0	<3	5	3	1	4	3-4	5	4	1	4	3-4	1	4	4	0	<3	1	4	5	0	<3	12	7	16	7	14	10	13	13	14
17dw79317	1	0	2	25	0	0	<5	2	28	0	0	<5	1	8	0	0	<3	1	9	0	0	<3	1	8	0	0	<3	1	9	0	0	<3	0	9	0	0	<3	0	10	0	0	<3	16	8	12	6	13	9	12	13	11
17dw28398	1	0	8	19	0	1	<5	10	20	0	2	<5	3	6	0	1	<3	3	7	0	1	<3	2	7	0	0	<3	3	7	0	1	<3	3	6	0	1	<3	4	6	0	2	<3	0	0	0	0	0	0	0	0	0
17dw83995	1	0	4	14	9	0	<5	4	15	11	0	<5	2	5	2	0	<3	2	6	2	0	<3	1	5	3	0	<3	1	5	4	0	<3	1	4	4	0	<3	1	4	5	0	<3	15	8	16	5	13	9	13	11	15
17dw53820	1	0	10	17	0	3	<5	11	19	0	3	<5	4	5	0	3	3-4	4	6	0	2	<3	3	6	0	1	<3	4	6	0	2	<3	3	6	0	1	<3	3	7	0	1	<3	16	8	15	8	16	10	16	15	16
17dw43399	1	0	10	15	2	4	<5	11	17	2	4	<5	2	6	1	0	<3	3	6	1	1	<3	5	3	1	4	3-4	5	4	1	4	3-4	3	6	0	1	<3	3	7	0	1	<3	14	8	13	4	15	14	9	12	13
17dw68377	1	0	7	20	0	0	<5	7	23	0	0	<5	1	8	0	0	<3	1	9	0	0	<3	3	6	0	1	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	17	8	12	6	15	10	13	13	14
17dw77215	1	0	6	13	8	1	<5	7	14	9	2	<5	0	6	3	0	<3	0	7	3	0	<3	6	2	1	6	>=5	6	2	2	5	>=5	0	5	4	0	<3	1	5	4	0	<3	14	9	10	8	14	8	14	14	14
17dw72871	1	0	16	11	0	9	5-9	18	12	0	9	5-9	5	4	0	4	3-4	6	4	0	5	>=5	6	3	0	6	>=5	6	4	0	5	>=5	5	4	0	4	3-4	6	4	0	5	>=5	17	7	16	5	14	9	14	14	12
17dw31945	1	1	19	8	0	12	>=10	20	10	0	11	>=10	7	2	0	7	>=5	8	2	0	7	>=5	5	4	0	4	3-4	5	5	0	3	3-4	7	2	0	7	>=5	7	3	0	6	>=5	16	6	10	9	15	7	15	7	17
17dw86834	1	0	9	13	5	3	<5	10	14	6	4	<5	2	5	2	0	<3	3	5	2	1	<3	4	3	2	3	3-4	4	3	3	3	3-4	3	5	1	1	<3	3	6	1	1	<3	18	4	19	4	19	7	18	17	19
17dw95057	1	0	14	12	1	7	5-9	15	14	1	7	5-9	6	2	1	6	>=5	6	3	1	5	>=5	5	4	0	4	3-4	5	5	0	3	3-4	3	6	0	1	<3	4	6	0	2	<3	17	7	20	5	16	8	17	14	12
17dw10601	1	1	19	6	2	13	>=10	19	9	2	11	>=10	5	2	2	5	>=5	5	3	2	4	3-4	9	0	0	10	>=5	9	1	0	9	>=5	5	4	0	4	3-4	5	5	0	3	3-4	15	7	14	5	14	8	17	15	14
17dw50852	1	1	22	2	3	16	>=10	23	2	5	15	>=10	8	0	1	9	>=5	8	0	2	8	>=5	5	2	2	5	>=5	5	2	3	4	3-4	9	0	0	10	>=5	10	0	0	10	>=5	17	6	14	5	14	9	14	13	13
17dw35361	1	0	7	6	14	4	<5	7	8	15	3	<5	3	1	5	3	3-4	3	2	5	2	<3	3	2	4	3	3-4	3	3	4	2	<3	1	3	5	0	<3	1	3	6	0	<3	18	8	15	6	15	9	14	13	14
17dw43696	1	1	19	5	3	13	>=10	20	7	3	12	>=10	4	3	2	3	3-4	5	3	2	4	3-4	7	2	0	7	>=5	7	3	0	6	>=5	8	0	1	9	>=5	8	1	1	8	>=5	15	9	13	6	15	9	14	14	15
17dw34760	1	0	14	5	8	9	5-9	16	6	8	9	5-9	5	1	3	5	>=5	6	1	3	6	>=5	2	3	4	1	<3	2	4	4	1	<3	7	1	1	7	>=5	8	1	1	8	>=5	16	9	16	6	15	9	15	14	13
17dw69895	1	0	11	11	5	5	5-9	11	14	5	4	<5	2	4	3	1	<3	2	5	3	0	<3	4	4	1	3	3-4	4	5	1	2	<3	5	3	1	4	3-4	5	4	1	4	3-4	17	7	17	5	18	9	15	15	12
17dw70648	1	0	9	7	11	5	5-9	9	10	11	4	<5	2	3	4	1	<3	2	4	4	1	<3	4	1	4	4	3-4	4	2	4	3	3-4	3	3	3	2	<3	3	4	3	2	<3	17	6	15	4	15	11	13	13	10
17dw79895	1	0	14	6	7	9	5-9	14	9	7	7	5-9	5	2	2	5	>=5	5	3	2	4	3-4	4	3	2	3	3-4	4	4	2	3	3-4	5	1	3	5	>=5	5	2	3	4	3-4	16	12	11	7	16	14	13	17	12
17dw23004	1	1	25	2	0	18	>=10	26	4	0	16	>=10	9	0	0	10	>=5	9	1	0	9	>=5	7	2	0	7	>=5	7	3	0	6	>=5	9	0	0	10	>=5	10	0	0	10	>=5	18	7	18	5	14	7	13	11	13
17dw12929	1	0	11	3	13	7	5-9	11	4	15	6	5-9	4	1	4	4	3-4	4	2	4	3	3-4	3	1	5	3	3-4	3	1	6	3	3-4	4	1	4	4	3-4	4	1	5	4	3-4	14	11	12	7	14	10	11	11	16
17dw89842	1	1	20	7	0	13	>=10	21	9	0	12	>=10	6	3	0	6	>=5	7	3	0	6	>=5	6	3	0	6	>=5	6	4	0	5	>=5	8	1	0	9	>=5	8	2	0	7	>=5	15	13	13	6	17	9	15	10	16
17dw88109	1	0	11	16	0	4	<5	11	19	0	3	<5	3	6	0	1	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	5	4	0	4	3-4	5	5	0	3	3-4	18	6	16	7	18	11	15	10	15
17dw12522	1	1	18	4	5	12	>=10	19	6	5	11	>=10	5	1	3	5	>=5	6	1	3	6	>=5	6	1	2	6	>=5	6	2	2	5	>=5	7	2	0	7	>=5	7	3	0	6	>=5	15	9	12	7	15	10	14	14	14
17dw47627	1	0	14	10	3	8	5-9	15	12	3	7	5-9	6	3	0	6	>=5	7	3	0	6	>=5	5	4	0	4	3-4	5	5	0	3	3-4	3	3	3	2	<3	3	4	3	2	<3	16	11	12	11	14	14	15	17	14
17dw27986	1	1	22	3	2	16	>=10	25	3	2	16	>=10	7	1	1	7	>=5	8	1	1	8	>=5	6	2	1	6	>=5	7	2	1	6	>=5	9	0	0	10	>=5	10	0	0	10	>=5	17	10	13	7	14	12	13	13	14
17dw75986	1	0	13	1	13	9	5-9	14	1	15	9	5-9	5	0	4	6	>=5	6	0	4	6	>=5	3	1	5	3	3-4	3	1	6	3	3-4	5	0	4	6	>=5	5	0	5	5	>=5	16	16	17	5	16	16	11	13	12
17dw50919	1	0	7	13	7	2	<5	7	16	7	1	<5	1	5	3	0	<3	1	6	3	0	<3	2	4	3	1	<3	2	5	3	0	<3	4	4	1	3	3-4	4	5	1	2	<3	16	9	14	4	17	12	16	6	12
17dw21259	1	0	11	16	0	4	<5	12	18	0	4	<5	4	5	0	3	3-4	4	6	0	2	<3	3	6	0	1	<3	3	7	0	1	<3	4	5	0	3	3-4	5	5	0	3	3-4	14	11	12	11	14	15	12	13	13
17dw74421	1	0	16	11	0	9	5-9	16	14	0	8	5-9	3	6	0	1	<3	3	7	0	1	<3	6	3	0	6	>=5	6	4	0	5	>=5	7	2	0	7	>=5	7	3	0	6	>=5	17	9	18	5	15	10	13	13	15
17dw50510	1	0	10	9	8	5	5-9	10	12	8	4	<5	3	4	2	2	<3	3	5	2	1	<3	4	4	1	3	3-4	4	5	1	2	<3	3	1	5	3	3-4	3	2	5	2	<3	16	7	14	4	14	13	15	13	15
17dw26649	1	0	8	9	10	4	<5	9	10	11	4	<5	1	3	5	0	<3	1	4	5	0	<3	3	4	2	2	<3	3	4	3	2	<3	4	2	3	4	3-4	5	2	3	4	3-4	17	4	14	6	15	14	17	14	15
17dw35493	1	0	15	12	0	8	5-9	16	14	0	8	5-9	2	7	0	0	<3	2	8	0	0	<3	5	4	0	4	3-4	5	5	0	3	3-4	8	1	0	9	>=5	9	1	0	9	>=5	15	11	15	8	14	10	15	13	16
17dw94787	1	0	12	15	0	5	5-9	12	18	0	4	<5	6	3	0	6	>=5	6	4	0	5	>=5	3	6	0	1	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	19	6	20	4	18	8	17	16	18
17dw79332	1	0	11	16	0	4	<5	11	19	0	3	<5	2	7	0	0	<3	2	8	0	0	<3	5	4	0	4	3-4	5	5	0	3	3-4	4	5	0	3	3-4	4	6	0	2	<3	17	6	13	5	16	9	15	12	15
17dw42103	1	0	13	5	9	8	5-9	13	7	10	7	5-9	3	1	5	3	3-4	3	2	5	2	<3	5	2	2	5	>=5	5	2	3	4	3-4	5	2	2	5	>=5	5	3	2	4	3-4	15	7	15	7	18	8	19	13	19
17dw26506	1	0	11	16	0	4	<5	11	19	0	3	<5	3	6	0	1	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	5	4	0	4	3-4	5	5	0	3	3-4	17	4	14	5	17	7	14	15	18
17dw48579	1	0	5	22	0	0	<5	7	23	0	0	<5	0	9	0	0	<3	1	9	0	0	<3	3	6	0	1	<3	4	6	0	2	<3	2	7	0	0	<3	2	8	0	0	<3	15	6	14	5	14	9	15	13	14
17dw95331	1	0	11	12	4	5	5-9	12	13	5	5	5-9	2	4	3	1	<3	3	4	3	2	<3	3	5	1	1	<3	3	5	2	1	<3	6	3	0	6	>=5	6	4	0	5	>=5	15	9	12	6	14	12	10	13	14
17dw67613	1	0	10	12	5	4	<5	10	15	5	3	<5	4	3	2	3	3-4	4	4	2	3	3-4	4	4	1	3	3-4	4	5	1	2	<3	2	5	2	0	<3	2	6	2	0	<3	16	9	11	6	14	13	12	11	10
17dw37156	1	0	7	18	2	1	<5	7	21	2	0	<5	1	6	2	0	<3	1	7	2	0	<3	2	7	0	0	<3	2	8	0	0	<3	4	5	0	3	3-4	4	6	0	2	<3	15	6	14	4	12	7	17	9	13
17dw20150	1	0	9	18	0	2	<5	9	21	0	1	<5	1	8	0	0	<3	1	9	0	0	<3	3	6	0	1	<3	3	7	0	1	<3	5	4	0	4	3-4	5	5	0	3	3-4	17	6	12	5	15	11	15	15	16
17dw54591	1	1	17	10	0	10	>=10	19	11	0	10	>=10	4	5	0	3	3-4	5	5	0	3	3-4	6	3	0	6	>=5	6	4	0	5	>=5	7	2	0	7	>=5	8	2	0	7	>=5	15	7	13	6	14	9	15	14	13
17dw30152	1	0	7	14	6	2	<5	7	17	6	1	<5	2	4	3	1	<3	2	5	3	0	<3	4	5	0	3	3-4	4	6	0	2	<3	1	5	3	0	<3	1	6	3	0	<3	15	8	14	4	15	13	13	9	11
17dw56368	1	0	8	19	0	1	<5	9	21	0	1	<5	1	8	0	0	<3	1	9	0	0	<3	2	7	0	0	<3	2	8	0	0	<3	5	4	0	4	3-4	6	4	0	5	>=5	17	6	14	5	15	9	17	17	17
17dw24045	1	0	12	11	4	6	5-9	12	13	5	5	5-9	1	4	4	0	<3	1	4	5	0	<3	6	3	0	6	>=5	6	4	0	5	>=5	5	4	0	4	3-4	5	5	0	3	3-4	15	7	15	10	19	7	16	12	15
17dw62882	1	0	7	17	3	1	<5	7	19	4	0	<5	2	7	0	0	<3	2	8	0	0	<3	2	7	0	0	<3	2	7	1	0	<3	3	3	3	2	<3	3	4	3	2	<3	14	6	17	5	16	10	13	4	10
17dw24214	1	0	12	15	0	5	5-9	13	17	0	5	5-9	1	8	0	0	<3	1	9	0	0	<3	6	3	0	6	>=5	6	4	0	5	>=5	5	4	0	4	3-4	6	4	0	5	>=5	17	11	14	6	18	10	17	13	14
17dw81749	1	0	11	15	1	4	<5	11	18	1	3	<5	2	6	1	0	<3	2	7	1	0	<3	5	4	0	4	3-4	5	5	0	3	3-4	4	5	0	3	3-4	4	6	0	2	<3	13	7	11	7	14	6	18	13	16
17dw52965	1	0	12	12	3	6	5-9	13	14	3	6	5-9	4	3	2	3	3-4	4	4	2	3	3-4	3	5	1	1	<3	3	6	1	1	<3	5	4	0	4	3-4	6	4	0	5	>=5	15	9	16	6	17	8	20	19	19
17dw14322	1	0	11	16	0	4	<5	12	18	0	4	<5	1	8	0	0	<3	1	9	0	0	<3	4	5	0	3	3-4	4	6	0	2	<3	6	3	0	6	>=5	7	3	0	6	>=5	17	6	14	5	16	10	15	13	11
17dw49703	1	0	13	14	0	6	5-9	15	15	0	7	5-9	3	6	0	1	<3	4	6	0	2	<3	5	4	0	4	3-4	6	4	0	5	>=5	5	4	0	4	3-4	5	5	0	3	3-4	17	8	16	8	15	7	16	13	14
17dw72331	1	0	11	9	7	6	5-9	13	10	7	6	5-9	1	2	6	0	<3	2	2	6	1	<3	3	5	1	1	<3	3	6	1	1	<3	7	2	0	7	>=5	8	2	0	7	>=5	13	11	12	8	14	12	11	8	12
17dw42938	1	0	10	11	6	5	5-9	11	12	7	5	5-9	4	2	3	4	3-4	5	2	3	4	3-4	2	5	2	0	<3	2	5	3	0	<3	4	4	1	3	3-4	4	5	1	2	<3	15	9	12	6	14	10	11	15	15
17dw12460	1	0	8	13	6	3	<5	8	14	8	2	<5	3	6	0	1	<3	3	7	0	1	<3	2	4	3	1	<3	2	4	4	1	<3	3	3	3	2	<3	3	3	4	2	<3	0	0	0	0	0	0	0	0	0
17dw93406	1	0	3	12	12	0	<5	4	13	13	0	<5	1	5	3	0	<3	1	6	3	0	<3	2	4	3	1	<3	2	4	4	1	<3	0	3	6	0	<3	1	3	6	0	<3	16	12	13	6	12	12	13	7	12
17dw74404	1	1	19	3	5	13	>=10	20	4	6	12	>=10	6	0	3	7	>=5	7	0	3	7	>=5	4	3	2	3	3-4	4	3	3	3	3-4	9	0	0	10	>=5	9	1	0	9	>=5	15	7	12	5	15	10	9	13	15
17dw24206	1	0	7	13	7	2	<5	7	14	9	2	<5	1	4	4	0	<3	1	4	5	0	<3	5	4	0	4	3-4	5	5	0	3	3-4	1	5	3	0	<3	1	5	4	0	<3	16	7	12	6	13	11	11	12	14
17dw30480	1	0	7	11	9	2	<5	8	12	10	3	<5	2	3	4	1	<3	3	3	4	2	<3	1	6	2	0	<3	1	6	3	0	<3	4	2	3	4	3-4	4	3	3	3	3-4	17	5	15	4	15	8	15	13	14
17dw47104	1	0	12	15	0	5	5-9	12	18	0	4	<5	5	4	0	4	3-4	5	5	0	3	3-4	2	7	0	0	<3	2	8	0	0	<3	5	4	0	4	3-4	5	5	0	3	3-4	13	13	15	8	17	10	17	13	17
17dw40211	1	0	11	13	3	5	5-9	12	15	3	5	5-9	4	4	1	3	3-4	5	4	1	4	3-4	4	5	0	3	3-4	4	6	0	2	<3	3	4	2	2	<3	3	5	2	1	<3	18	4	18	5	19	8	17	13	16
17dw51832	1	0	12	8	7	7	5-9	12	10	8	6	5-9	2	2	5	1	<3	2	3	5	1	<3	6	2	1	6	>=5	6	2	2	5	>=5	4	4	1	3	3-4	4	5	1	2	<3	16	5	14	8	16	8	15	15	15
17dw22773	1	0	8	17	2	2	<5	10	18	2	3	<5	3	4	2	2	<3	4	4	2	3	3-4	3	6	0	1	<3	4	6	0	2	<3	2	7	0	0	<3	2	8	0	0	<3	17	7	13	5	17	11	14	18	17
17dw98092	1	0	15	8	4	9	5-9	15	10	5	8	5-9	7	1	1	7	>=5	7	2	1	6	>=5	5	2	2	5	>=5	5	2	3	4	3-4	3	5	1	1	<3	3	6	1	1	<3	14	11	10	11	14	12	11	9	12
17dw16904	1	1	17	10	0	10	>=10	17	13	0	8	5-9	5	4	0	4	3-4	5	5	0	3	3-4	5	4	0	4	3-4	5	5	0	3	3-4	7	2	0	7	>=5	7	3	0	6	>=5	15	10	14	7	12	12	17	7	6
17dw65335	1	0	11	16	0	4	<5	12	18	0	4	<5	2	7	0	0	<3	3	7	0	1	<3	5	4	0	4	3-4	5	5	0	3	3-4	4	5	0	3	3-4	4	6	0	2	<3	16	4	13	8	20	5	15	19	20
17dw78287	1	0	10	17	0	3	<5	10	20	0	2	<5	3	6	0	1	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	4	5	0	3	3-4	4	6	0	2	<3	15	5	17	4	15	10	15	16	16
17dw18792	1	0	13	10	4	7	5-9	14	11	5	7	5-9	3	3	3	2	<3	3	4	3	2	<3	6	3	0	6	>=5	6	3	1	5	>=5	4	4	1	3	3-4	5	4	1	4	3-4	15	5	12	7	13	7	16	11	15
17dw36957	1	0	13	14	0	6	5-9	15	15	0	7	5-9	4	5	0	3	3-4	5	5	0	3	3-4	4	5	0	3	3-4	4	6	0	2	<3	5	4	0	4	3-4	6	4	0	5	>=5	17	6	14	4	16	8	15	15	17
17dw57767	1	0	16	11	0	9	5-9	16	14	0	8	5-9	4	5	0	3	3-4	4	6	0	2	<3	7	2	0	7	>=5	7	3	0	6	>=5	5	4	0	4	3-4	5	5	0	3	3-4	19	5	20	4	18	6	19	15	18
17dw79974	1	0	8	19	0	1	<5	9	21	0	1	<5	3	6	0	1	<3	4	6	0	2	<3	3	6	0	1	<3	3	7	0	1	<3	2	7	0	0	<3	2	8	0	0	<3	18	4	18	4	16	8	15	11	14
17dw79173	1	0	11	14	2	5	5-9	11	17	2	4	<5	3	6	0	1	<3	3	7	0	1	<3	3	6	0	1	<3	3	7	0	1	<3	5	2	2	5	>=5	5	3	2	4	3-4	17	4	15	6	16	6	16	9	15
17dw64411	1	0	8	19	0	1	<5	8	22	0	0	<5	1	8	0	0	<3	1	9	0	0	<3	3	6	0	1	<3	3	7	0	1	<3	4	5	0	3	3-4	4	6	0	2	<3	16	7	15	6	15	10	13	11	15
17dw84661	1	0	8	12	7	3	<5	8	14	8	2	<5	2	4	3	1	<3	2	5	3	0	<3	1	5	3	0	<3	1	5	4	0	<3	5	3	1	4	3-4	5	4	1	4	3-4	15	6	15	4	14	11	10	10	14
17dw13607	1	0	8	14	5	2	<5	10	15	5	3	<5	2	5	2	0	<3	3	5	2	1	<3	3	6	0	1	<3	3	7	0	1	<3	3	3	3	2	<3	4	3	3	3	3-4	16	7	14	7	15	5	17	11	14
17dw45818	1	0	12	13	2	6	5-9	14	13	3	6	5-9	4	4	1	3	3-4	5	4	1	4	3-4	3	5	1	1	<3	4	5	1	2	<3	5	4	0	4	3-4	5	4	1	4	3-4	16	7	12	5	15	8	15	14	13
17dw62316	1	0	8	19	0	1	<5	8	22	0	0	<5	1	8	0	0	<3	1	9	0	0	<3	3	6	0	1	<3	3	7	0	1	<3	4	5	0	3	3-4	4	6	0	2	<3	17	6	15	5	15	10	15	15	15
17dw99686	1	0	8	11	8	3	<5	8	14	8	2	<5	2	2	5	1	<3	2	3	5	1	<3	3	5	1	1	<3	3	6	1	1	<3	3	4	2	2	<3	3	5	2	1	<3	16	9	15	6	15	11	13	10	12
17dw39604	1	0	13	10	4	7	5-9	13	13	4	6	5-9	3	4	2	2	<3	3	5	2	1	<3	5	2	2	5	>=5	5	3	2	4	3-4	5	4	0	4	3-4	5	5	0	3	3-4	14	9	12	7	15	11	11	11	13
17dw21166	1	0	14	10	3	8	5-9	14	12	4	7	5-9	2	4	3	1	<3	2	4	4	1	<3	5	4	0	4	3-4	5	5	0	3	3-4	7	2	0	7	>=5	7	3	0	6	>=5	17	6	18	5	15	7	17	12	13
17dw59498	1	1	22	3	2	16	>=10	23	5	2	14	>=10	8	0	1	9	>=5	8	1	1	8	>=5	6	2	1	6	>=5	7	2	1	6	>=5	8	1	0	9	>=5	8	2	0	7	>=5	15	8	14	5	15	8	17	15	14
